name,inputData,displacement,replaceNan,removeMean,FFT,#RNN,sizeRNN,bidirectional,#FC,numFC,Dropout,Weigthed,Custom_loss,xyDisplacement,is_regression,augmentation,Accuracy,N4_Acc,Q4_Acc,T4_Acc,Q4H7_Acc,Custom_Acc,Testing_Metric
280,ratioNorm,1,1,0,0,1,64,1,2,32,0.2,1,1,0,0,N,,,,,,,
281,ratioNorm,1,1,0,0,1,64,1,2,64,0.1,0,0,0,0,N,,,,,,,
282,ratioNorm,1,1,0,0,1,64,1,2,64,0.1,0,1,0,0,N,,,,,,,
283,ratioNorm,1,1,0,0,1,64,1,2,64,0.1,1,0,0,0,N,,,,,,,
284,ratioNorm,1,1,0,0,1,64,1,2,64,0.1,1,1,0,0,N,,,,,,,
285,ratioNorm,1,1,0,0,1,64,1,2,64,0.2,0,0,0,0,N,,,,,,,
286,ratioNorm,1,1,0,0,1,64,1,2,64,0.2,0,1,0,0,N,,,,,,,
287,ratioNorm,1,1,0,0,1,64,1,2,64,0.2,1,0,0,0,N,,,,,,,
288,ratioNorm,1,1,0,0,1,64,1,2,64,0.2,1,1,0,0,N,,,,,,,
289,ratioNorm,1,1,0,0,2,16,0,1,16,0.1,0,0,0,0,N,,,,,,,
290,ratioNorm,1,1,0,0,2,16,0,1,16,0.1,0,1,0,0,N,,,,,,,
291,ratioNorm,1,1,0,0,2,16,0,1,16,0.1,1,0,0,0,N,,,,,,,
292,ratioNorm,1,1,0,0,2,16,0,1,16,0.1,1,1,0,0,N,,,,,,,
293,ratioNorm,1,1,0,0,2,16,0,1,16,0.2,0,0,0,0,N,,,,,,,
294,ratioNorm,1,1,0,0,2,16,0,1,16,0.2,0,1,0,0,N,,,,,,,
295,ratioNorm,1,1,0,0,2,16,0,1,16,0.2,1,0,0,0,N,,,,,,,
296,ratioNorm,1,1,0,0,2,16,0,1,16,0.2,1,1,0,0,N,,,,,,,
297,ratioNorm,1,1,0,0,2,16,0,1,32,0.1,0,0,0,0,N,,,,,,,
298,ratioNorm,1,1,0,0,2,16,0,1,32,0.1,0,1,0,0,N,,,,,,,
299,ratioNorm,1,1,0,0,2,16,0,1,32,0.1,1,0,0,0,N,,,,,,,
300,ratioNorm,1,1,0,0,2,16,0,1,32,0.1,1,1,0,0,N,,,,,,,
301,ratioNorm,1,1,0,0,2,16,0,1,32,0.2,0,0,0,0,N,,,,,,,
302,ratioNorm,1,1,0,0,2,16,0,1,32,0.2,0,1,0,0,N,,,,,,,
303,ratioNorm,1,1,0,0,2,16,0,1,32,0.2,1,0,0,0,N,,,,,,,
304,ratioNorm,1,1,0,0,2,16,0,1,32,0.2,1,1,0,0,N,,,,,,,
305,ratioNorm,1,1,0,0,2,16,0,1,64,0.1,0,0,0,0,N,,,,,,,
306,ratioNorm,1,1,0,0,2,16,0,1,64,0.1,0,1,0,0,N,,,,,,,
307,ratioNorm,1,1,0,0,2,16,0,1,64,0.1,1,0,0,0,N,,,,,,,
308,ratioNorm,1,1,0,0,2,16,0,1,64,0.1,1,1,0,0,N,,,,,,,
309,ratioNorm,1,1,0,0,2,16,0,1,64,0.2,0,0,0,0,N,,,,,,,
310,ratioNorm,1,1,0,0,2,16,0,1,64,0.2,0,1,0,0,N,,,,,,,
311,ratioNorm,1,1,0,0,2,16,0,1,64,0.2,1,0,0,0,N,,,,,,,
312,ratioNorm,1,1,0,0,2,16,0,1,64,0.2,1,1,0,0,N,,,,,,,
313,ratioNorm,1,1,0,0,2,16,0,2,16,0.1,0,0,0,0,N,,,,,,,
314,ratioNorm,1,1,0,0,2,16,0,2,16,0.1,0,1,0,0,N,,,,,,,
315,ratioNorm,1,1,0,0,2,16,0,2,16,0.1,1,0,0,0,N,,,,,,,
316,ratioNorm,1,1,0,0,2,16,0,2,16,0.1,1,1,0,0,N,,,,,,,
317,ratioNorm,1,1,0,0,2,16,0,2,16,0.2,0,0,0,0,N,,,,,,,
318,ratioNorm,1,1,0,0,2,16,0,2,16,0.2,0,1,0,0,N,,,,,,,
319,ratioNorm,1,1,0,0,2,16,0,2,16,0.2,1,0,0,0,N,,,,,,,
320,ratioNorm,1,1,0,0,2,16,0,2,16,0.2,1,1,0,0,N,,,,,,,
321,ratioNorm,1,1,0,0,2,16,0,2,32,0.1,0,0,0,0,N,,,,,,,
322,ratioNorm,1,1,0,0,2,16,0,2,32,0.1,0,1,0,0,N,,,,,,,
323,ratioNorm,1,1,0,0,2,16,0,2,32,0.1,1,0,0,0,N,,,,,,,
324,ratioNorm,1,1,0,0,2,16,0,2,32,0.1,1,1,0,0,N,,,,,,,
325,ratioNorm,1,1,0,0,2,16,0,2,32,0.2,0,0,0,0,N,,,,,,,
326,ratioNorm,1,1,0,0,2,16,0,2,32,0.2,0,1,0,0,N,,,,,,,
327,ratioNorm,1,1,0,0,2,16,0,2,32,0.2,1,0,0,0,N,,,,,,,
328,ratioNorm,1,1,0,0,2,16,0,2,32,0.2,1,1,0,0,N,,,,,,,
329,ratioNorm,1,1,0,0,2,16,0,2,64,0.1,0,0,0,0,N,,,,,,,
330,ratioNorm,1,1,0,0,2,16,0,2,64,0.1,0,1,0,0,N,,,,,,,
331,ratioNorm,1,1,0,0,2,16,0,2,64,0.1,1,0,0,0,N,,,,,,,
332,ratioNorm,1,1,0,0,2,16,0,2,64,0.1,1,1,0,0,N,,,,,,,
333,ratioNorm,1,1,0,0,2,16,0,2,64,0.2,0,0,0,0,N,,,,,,,
334,ratioNorm,1,1,0,0,2,16,0,2,64,0.2,0,1,0,0,N,,,,,,,
335,ratioNorm,1,1,0,0,2,16,0,2,64,0.2,1,0,0,0,N,,,,,,,
336,ratioNorm,1,1,0,0,2,16,0,2,64,0.2,1,1,0,0,N,,,,,,,
337,ratioNorm,1,1,0,0,2,16,1,1,16,0.1,0,0,0,0,N,,,,,,,
338,ratioNorm,1,1,0,0,2,16,1,1,16,0.1,0,1,0,0,N,,,,,,,
339,ratioNorm,1,1,0,0,2,16,1,1,16,0.1,1,0,0,0,N,,,,,,,
340,ratioNorm,1,1,0,0,2,16,1,1,16,0.1,1,1,0,0,N,,,,,,,
341,ratioNorm,1,1,0,0,2,16,1,1,16,0.2,0,0,0,0,N,,,,,,,
342,ratioNorm,1,1,0,0,2,16,1,1,16,0.2,0,1,0,0,N,,,,,,,
343,ratioNorm,1,1,0,0,2,16,1,1,16,0.2,1,0,0,0,N,,,,,,,
344,ratioNorm,1,1,0,0,2,16,1,1,16,0.2,1,1,0,0,N,,,,,,,
345,ratioNorm,1,1,0,0,2,16,1,1,32,0.1,0,0,0,0,N,,,,,,,
346,ratioNorm,1,1,0,0,2,16,1,1,32,0.1,0,1,0,0,N,,,,,,,
347,ratioNorm,1,1,0,0,2,16,1,1,32,0.1,1,0,0,0,N,,,,,,,
348,ratioNorm,1,1,0,0,2,16,1,1,32,0.1,1,1,0,0,N,,,,,,,
349,ratioNorm,1,1,0,0,2,16,1,1,32,0.2,0,0,0,0,N,,,,,,,
350,ratioNorm,1,1,0,0,2,16,1,1,32,0.2,0,1,0,0,N,,,,,,,
351,ratioNorm,1,1,0,0,2,16,1,1,32,0.2,1,0,0,0,N,,,,,,,
352,ratioNorm,1,1,0,0,2,16,1,1,32,0.2,1,1,0,0,N,,,,,,,
353,ratioNorm,1,1,0,0,2,16,1,1,64,0.1,0,0,0,0,N,,,,,,,
354,ratioNorm,1,1,0,0,2,16,1,1,64,0.1,0,1,0,0,N,,,,,,,
355,ratioNorm,1,1,0,0,2,16,1,1,64,0.1,1,0,0,0,N,,,,,,,
356,ratioNorm,1,1,0,0,2,16,1,1,64,0.1,1,1,0,0,N,,,,,,,
357,ratioNorm,1,1,0,0,2,16,1,1,64,0.2,0,0,0,0,N,,,,,,,
358,ratioNorm,1,1,0,0,2,16,1,1,64,0.2,0,1,0,0,N,,,,,,,
359,ratioNorm,1,1,0,0,2,16,1,1,64,0.2,1,0,0,0,N,,,,,,,
360,ratioNorm,1,1,0,0,2,16,1,1,64,0.2,1,1,0,0,N,,,,,,,
361,ratioNorm,1,1,0,0,2,16,1,2,16,0.1,0,0,0,0,N,,,,,,,
362,ratioNorm,1,1,0,0,2,16,1,2,16,0.1,0,1,0,0,N,,,,,,,
363,ratioNorm,1,1,0,0,2,16,1,2,16,0.1,1,0,0,0,N,,,,,,,
364,ratioNorm,1,1,0,0,2,16,1,2,16,0.1,1,1,0,0,N,,,,,,,
365,ratioNorm,1,1,0,0,2,16,1,2,16,0.2,0,0,0,0,N,,,,,,,
366,ratioNorm,1,1,0,0,2,16,1,2,16,0.2,0,1,0,0,N,,,,,,,
367,ratioNorm,1,1,0,0,2,16,1,2,16,0.2,1,0,0,0,N,,,,,,,
368,ratioNorm,1,1,0,0,2,16,1,2,16,0.2,1,1,0,0,N,,,,,,,
369,ratioNorm,1,1,0,0,2,16,1,2,32,0.1,0,0,0,0,N,,,,,,,
370,ratioNorm,1,1,0,0,2,16,1,2,32,0.1,0,1,0,0,N,,,,,,,
371,ratioNorm,1,1,0,0,2,16,1,2,32,0.1,1,0,0,0,N,,,,,,,
372,ratioNorm,1,1,0,0,2,16,1,2,32,0.1,1,1,0,0,N,,,,,,,
373,ratioNorm,1,1,0,0,2,16,1,2,32,0.2,0,0,0,0,N,,,,,,,
374,ratioNorm,1,1,0,0,2,16,1,2,32,0.2,0,1,0,0,N,,,,,,,
375,ratioNorm,1,1,0,0,2,16,1,2,32,0.2,1,0,0,0,N,,,,,,,
376,ratioNorm,1,1,0,0,2,16,1,2,32,0.2,1,1,0,0,N,,,,,,,
377,ratioNorm,1,1,0,0,2,16,1,2,64,0.1,0,0,0,0,N,,,,,,,
378,ratioNorm,1,1,0,0,2,16,1,2,64,0.1,0,1,0,0,N,,,,,,,
379,ratioNorm,1,1,0,0,2,16,1,2,64,0.1,1,0,0,0,N,,,,,,,
380,ratioNorm,1,1,0,0,2,16,1,2,64,0.1,1,1,0,0,N,,,,,,,
381,ratioNorm,1,1,0,0,2,16,1,2,64,0.2,0,0,0,0,N,,,,,,,
382,ratioNorm,1,1,0,0,2,16,1,2,64,0.2,0,1,0,0,N,,,,,,,
383,ratioNorm,1,1,0,0,2,16,1,2,64,0.2,1,0,0,0,N,,,,,,,
384,ratioNorm,1,1,0,0,2,16,1,2,64,0.2,1,1,0,0,N,,,,,,,
385,ratioNorm,1,1,0,0,2,32,0,1,16,0.1,0,0,0,0,N,,,,,,,
386,ratioNorm,1,1,0,0,2,32,0,1,16,0.1,0,1,0,0,N,,,,,,,
387,ratioNorm,1,1,0,0,2,32,0,1,16,0.1,1,0,0,0,N,,,,,,,
388,ratioNorm,1,1,0,0,2,32,0,1,16,0.1,1,1,0,0,N,,,,,,,
389,ratioNorm,1,1,0,0,2,32,0,1,16,0.2,0,0,0,0,N,,,,,,,
390,ratioNorm,1,1,0,0,2,32,0,1,16,0.2,0,1,0,0,N,,,,,,,
391,ratioNorm,1,1,0,0,2,32,0,1,16,0.2,1,0,0,0,N,,,,,,,
392,ratioNorm,1,1,0,0,2,32,0,1,16,0.2,1,1,0,0,N,,,,,,,
393,ratioNorm,1,1,0,0,2,32,0,1,32,0.1,0,0,0,0,N,,,,,,,
394,ratioNorm,1,1,0,0,2,32,0,1,32,0.1,0,1,0,0,N,,,,,,,
395,ratioNorm,1,1,0,0,2,32,0,1,32,0.1,1,0,0,0,N,,,,,,,
396,ratioNorm,1,1,0,0,2,32,0,1,32,0.1,1,1,0,0,N,,,,,,,
397,ratioNorm,1,1,0,0,2,32,0,1,32,0.2,0,0,0,0,N,,,,,,,
398,ratioNorm,1,1,0,0,2,32,0,1,32,0.2,0,1,0,0,N,,,,,,,
399,ratioNorm,1,1,0,0,2,32,0,1,32,0.2,1,0,0,0,N,,,,,,,
400,ratioNorm,1,1,0,0,2,32,0,1,32,0.2,1,1,0,0,N,,,,,,,
401,ratioNorm,1,1,0,0,2,32,0,1,64,0.1,0,0,0,0,N,,,,,,,
402,ratioNorm,1,1,0,0,2,32,0,1,64,0.1,0,1,0,0,N,,,,,,,
403,ratioNorm,1,1,0,0,2,32,0,1,64,0.1,1,0,0,0,N,,,,,,,
404,ratioNorm,1,1,0,0,2,32,0,1,64,0.1,1,1,0,0,N,,,,,,,
405,ratioNorm,1,1,0,0,2,32,0,1,64,0.2,0,0,0,0,N,,,,,,,
406,ratioNorm,1,1,0,0,2,32,0,1,64,0.2,0,1,0,0,N,,,,,,,
407,ratioNorm,1,1,0,0,2,32,0,1,64,0.2,1,0,0,0,N,,,,,,,
408,ratioNorm,1,1,0,0,2,32,0,1,64,0.2,1,1,0,0,N,,,,,,,
409,ratioNorm,1,1,0,0,2,32,0,2,16,0.1,0,0,0,0,N,,,,,,,
410,ratioNorm,1,1,0,0,2,32,0,2,16,0.1,0,1,0,0,N,,,,,,,
411,ratioNorm,1,1,0,0,2,32,0,2,16,0.1,1,0,0,0,N,,,,,,,
412,ratioNorm,1,1,0,0,2,32,0,2,16,0.1,1,1,0,0,N,,,,,,,
413,ratioNorm,1,1,0,0,2,32,0,2,16,0.2,0,0,0,0,N,,,,,,,
414,ratioNorm,1,1,0,0,2,32,0,2,16,0.2,0,1,0,0,N,,,,,,,
415,ratioNorm,1,1,0,0,2,32,0,2,16,0.2,1,0,0,0,N,,,,,,,
416,ratioNorm,1,1,0,0,2,32,0,2,16,0.2,1,1,0,0,N,,,,,,,
417,ratioNorm,1,1,0,0,2,32,0,2,32,0.1,0,0,0,0,N,,,,,,,
418,ratioNorm,1,1,0,0,2,32,0,2,32,0.1,0,1,0,0,N,,,,,,,
419,ratioNorm,1,1,0,0,2,32,0,2,32,0.1,1,0,0,0,N,,,,,,,
420,ratioNorm,1,1,0,0,2,32,0,2,32,0.1,1,1,0,0,N,,,,,,,
421,ratioNorm,1,1,0,0,2,32,0,2,32,0.2,0,0,0,0,N,,,,,,,
422,ratioNorm,1,1,0,0,2,32,0,2,32,0.2,0,1,0,0,N,,,,,,,
423,ratioNorm,1,1,0,0,2,32,0,2,32,0.2,1,0,0,0,N,,,,,,,
424,ratioNorm,1,1,0,0,2,32,0,2,32,0.2,1,1,0,0,N,,,,,,,
425,ratioNorm,1,1,0,0,2,32,0,2,64,0.1,0,0,0,0,N,,,,,,,
426,ratioNorm,1,1,0,0,2,32,0,2,64,0.1,0,1,0,0,N,,,,,,,
427,ratioNorm,1,1,0,0,2,32,0,2,64,0.1,1,0,0,0,N,,,,,,,
428,ratioNorm,1,1,0,0,2,32,0,2,64,0.1,1,1,0,0,N,,,,,,,
429,ratioNorm,1,1,0,0,2,32,0,2,64,0.2,0,0,0,0,N,,,,,,,
430,ratioNorm,1,1,0,0,2,32,0,2,64,0.2,0,1,0,0,N,,,,,,,
431,ratioNorm,1,1,0,0,2,32,0,2,64,0.2,1,0,0,0,N,,,,,,,
432,ratioNorm,1,1,0,0,2,32,0,2,64,0.2,1,1,0,0,N,,,,,,,
433,ratioNorm,1,1,0,0,2,32,1,1,16,0.1,0,0,0,0,N,,,,,,,
434,ratioNorm,1,1,0,0,2,32,1,1,16,0.1,0,1,0,0,N,,,,,,,
435,ratioNorm,1,1,0,0,2,32,1,1,16,0.1,1,0,0,0,N,,,,,,,
436,ratioNorm,1,1,0,0,2,32,1,1,16,0.1,1,1,0,0,N,,,,,,,
437,ratioNorm,1,1,0,0,2,32,1,1,16,0.2,0,0,0,0,N,,,,,,,
438,ratioNorm,1,1,0,0,2,32,1,1,16,0.2,0,1,0,0,N,,,,,,,
439,ratioNorm,1,1,0,0,2,32,1,1,16,0.2,1,0,0,0,N,,,,,,,
440,ratioNorm,1,1,0,0,2,32,1,1,16,0.2,1,1,0,0,N,,,,,,,
441,ratioNorm,1,1,0,0,2,32,1,1,32,0.1,0,0,0,0,N,,,,,,,
442,ratioNorm,1,1,0,0,2,32,1,1,32,0.1,0,1,0,0,N,,,,,,,
443,ratioNorm,1,1,0,0,2,32,1,1,32,0.1,1,0,0,0,N,,,,,,,
444,ratioNorm,1,1,0,0,2,32,1,1,32,0.1,1,1,0,0,N,,,,,,,
445,ratioNorm,1,1,0,0,2,32,1,1,32,0.2,0,0,0,0,N,,,,,,,
446,ratioNorm,1,1,0,0,2,32,1,1,32,0.2,0,1,0,0,N,,,,,,,
447,ratioNorm,1,1,0,0,2,32,1,1,32,0.2,1,0,0,0,N,,,,,,,
448,ratioNorm,1,1,0,0,2,32,1,1,32,0.2,1,1,0,0,N,,,,,,,
449,ratioNorm,1,1,0,0,2,32,1,1,64,0.1,0,0,0,0,N,,,,,,,
450,ratioNorm,1,1,0,0,2,32,1,1,64,0.1,0,1,0,0,N,,,,,,,
451,ratioNorm,1,1,0,0,2,32,1,1,64,0.1,1,0,0,0,N,,,,,,,
452,ratioNorm,1,1,0,0,2,32,1,1,64,0.1,1,1,0,0,N,,,,,,,
453,ratioNorm,1,1,0,0,2,32,1,1,64,0.2,0,0,0,0,N,,,,,,,
454,ratioNorm,1,1,0,0,2,32,1,1,64,0.2,0,1,0,0,N,,,,,,,
455,ratioNorm,1,1,0,0,2,32,1,1,64,0.2,1,0,0,0,N,,,,,,,
456,ratioNorm,1,1,0,0,2,32,1,1,64,0.2,1,1,0,0,N,,,,,,,
457,ratioNorm,1,1,0,0,2,32,1,2,16,0.1,0,0,0,0,N,,,,,,,
458,ratioNorm,1,1,0,0,2,32,1,2,16,0.1,0,1,0,0,N,,,,,,,
459,ratioNorm,1,1,0,0,2,32,1,2,16,0.1,1,0,0,0,N,,,,,,,
460,ratioNorm,1,1,0,0,2,32,1,2,16,0.1,1,1,0,0,N,,,,,,,
461,ratioNorm,1,1,0,0,2,32,1,2,16,0.2,0,0,0,0,N,,,,,,,
462,ratioNorm,1,1,0,0,2,32,1,2,16,0.2,0,1,0,0,N,,,,,,,
463,ratioNorm,1,1,0,0,2,32,1,2,16,0.2,1,0,0,0,N,,,,,,,
464,ratioNorm,1,1,0,0,2,32,1,2,16,0.2,1,1,0,0,N,,,,,,,
465,ratioNorm,1,1,0,0,2,32,1,2,32,0.1,0,0,0,0,N,,,,,,,
466,ratioNorm,1,1,0,0,2,32,1,2,32,0.1,0,1,0,0,N,,,,,,,
467,ratioNorm,1,1,0,0,2,32,1,2,32,0.1,1,0,0,0,N,,,,,,,
468,ratioNorm,1,1,0,0,2,32,1,2,32,0.1,1,1,0,0,N,,,,,,,
469,ratioNorm,1,1,0,0,2,32,1,2,32,0.2,0,0,0,0,N,,,,,,,
470,ratioNorm,1,1,0,0,2,32,1,2,32,0.2,0,1,0,0,N,,,,,,,
471,ratioNorm,1,1,0,0,2,32,1,2,32,0.2,1,0,0,0,N,,,,,,,
472,ratioNorm,1,1,0,0,2,32,1,2,32,0.2,1,1,0,0,N,,,,,,,
473,ratioNorm,1,1,0,0,2,32,1,2,64,0.1,0,0,0,0,N,,,,,,,
474,ratioNorm,1,1,0,0,2,32,1,2,64,0.1,0,1,0,0,N,,,,,,,
475,ratioNorm,1,1,0,0,2,32,1,2,64,0.1,1,0,0,0,N,,,,,,,
476,ratioNorm,1,1,0,0,2,32,1,2,64,0.1,1,1,0,0,N,,,,,,,
477,ratioNorm,1,1,0,0,2,32,1,2,64,0.2,0,0,0,0,N,,,,,,,
478,ratioNorm,1,1,0,0,2,32,1,2,64,0.2,0,1,0,0,N,,,,,,,
479,ratioNorm,1,1,0,0,2,32,1,2,64,0.2,1,0,0,0,N,,,,,,,
480,ratioNorm,1,1,0,0,2,32,1,2,64,0.2,1,1,0,0,N,,,,,,,
481,ratioNorm,1,1,0,0,2,64,0,1,16,0.1,0,0,0,0,N,,,,,,,
482,ratioNorm,1,1,0,0,2,64,0,1,16,0.1,0,1,0,0,N,,,,,,,
483,ratioNorm,1,1,0,0,2,64,0,1,16,0.1,1,0,0,0,N,,,,,,,
484,ratioNorm,1,1,0,0,2,64,0,1,16,0.1,1,1,0,0,N,,,,,,,
485,ratioNorm,1,1,0,0,2,64,0,1,16,0.2,0,0,0,0,N,,,,,,,
486,ratioNorm,1,1,0,0,2,64,0,1,16,0.2,0,1,0,0,N,,,,,,,
487,ratioNorm,1,1,0,0,2,64,0,1,16,0.2,1,0,0,0,N,,,,,,,
488,ratioNorm,1,1,0,0,2,64,0,1,16,0.2,1,1,0,0,N,,,,,,,
489,ratioNorm,1,1,0,0,2,64,0,1,32,0.1,0,0,0,0,N,,,,,,,
490,ratioNorm,1,1,0,0,2,64,0,1,32,0.1,0,1,0,0,N,,,,,,,
491,ratioNorm,1,1,0,0,2,64,0,1,32,0.1,1,0,0,0,N,,,,,,,
492,ratioNorm,1,1,0,0,2,64,0,1,32,0.1,1,1,0,0,N,,,,,,,
493,ratioNorm,1,1,0,0,2,64,0,1,32,0.2,0,0,0,0,N,,,,,,,
494,ratioNorm,1,1,0,0,2,64,0,1,32,0.2,0,1,0,0,N,,,,,,,
495,ratioNorm,1,1,0,0,2,64,0,1,32,0.2,1,0,0,0,N,,,,,,,
496,ratioNorm,1,1,0,0,2,64,0,1,32,0.2,1,1,0,0,N,,,,,,,
497,ratioNorm,1,1,0,0,2,64,0,1,64,0.1,0,0,0,0,N,,,,,,,
498,ratioNorm,1,1,0,0,2,64,0,1,64,0.1,0,1,0,0,N,,,,,,,
499,ratioNorm,1,1,0,0,2,64,0,1,64,0.1,1,0,0,0,N,,,,,,,
500,ratioNorm,1,1,0,0,2,64,0,1,64,0.1,1,1,0,0,N,,,,,,,
501,ratioNorm,1,1,0,0,2,64,0,1,64,0.2,0,0,0,0,N,,,,,,,
502,ratioNorm,1,1,0,0,2,64,0,1,64,0.2,0,1,0,0,N,,,,,,,
503,ratioNorm,1,1,0,0,2,64,0,1,64,0.2,1,0,0,0,N,,,,,,,
504,ratioNorm,1,1,0,0,2,64,0,1,64,0.2,1,1,0,0,N,,,,,,,
505,ratioNorm,1,1,0,0,2,64,0,2,16,0.1,0,0,0,0,N,,,,,,,
506,ratioNorm,1,1,0,0,2,64,0,2,16,0.1,0,1,0,0,N,,,,,,,
507,ratioNorm,1,1,0,0,2,64,0,2,16,0.1,1,0,0,0,N,,,,,,,
508,ratioNorm,1,1,0,0,2,64,0,2,16,0.1,1,1,0,0,N,,,,,,,
509,ratioNorm,1,1,0,0,2,64,0,2,16,0.2,0,0,0,0,N,,,,,,,
510,ratioNorm,1,1,0,0,2,64,0,2,16,0.2,0,1,0,0,N,,,,,,,
511,ratioNorm,1,1,0,0,2,64,0,2,16,0.2,1,0,0,0,N,,,,,,,
512,ratioNorm,1,1,0,0,2,64,0,2,16,0.2,1,1,0,0,N,,,,,,,
513,ratioNorm,1,1,0,0,2,64,0,2,32,0.1,0,0,0,0,N,,,,,,,
514,ratioNorm,1,1,0,0,2,64,0,2,32,0.1,0,1,0,0,N,,,,,,,
515,ratioNorm,1,1,0,0,2,64,0,2,32,0.1,1,0,0,0,N,,,,,,,
516,ratioNorm,1,1,0,0,2,64,0,2,32,0.1,1,1,0,0,N,,,,,,,
517,ratioNorm,1,1,0,0,2,64,0,2,32,0.2,0,0,0,0,N,,,,,,,
518,ratioNorm,1,1,0,0,2,64,0,2,32,0.2,0,1,0,0,N,,,,,,,
519,ratioNorm,1,1,0,0,2,64,0,2,32,0.2,1,0,0,0,N,,,,,,,
520,ratioNorm,1,1,0,0,2,64,0,2,32,0.2,1,1,0,0,N,,,,,,,
521,ratioNorm,1,1,0,0,2,64,0,2,64,0.1,0,0,0,0,N,,,,,,,
522,ratioNorm,1,1,0,0,2,64,0,2,64,0.1,0,1,0,0,N,,,,,,,
523,ratioNorm,1,1,0,0,2,64,0,2,64,0.1,1,0,0,0,N,,,,,,,
524,ratioNorm,1,1,0,0,2,64,0,2,64,0.1,1,1,0,0,N,,,,,,,
525,ratioNorm,1,1,0,0,2,64,0,2,64,0.2,0,0,0,0,N,,,,,,,
526,ratioNorm,1,1,0,0,2,64,0,2,64,0.2,0,1,0,0,N,,,,,,,
527,ratioNorm,1,1,0,0,2,64,0,2,64,0.2,1,0,0,0,N,,,,,,,
528,ratioNorm,1,1,0,0,2,64,0,2,64,0.2,1,1,0,0,N,,,,,,,
529,ratioNorm,1,1,0,0,2,64,1,1,16,0.1,0,0,0,0,N,,,,,,,
530,ratioNorm,1,1,0,0,2,64,1,1,16,0.1,0,1,0,0,N,,,,,,,
531,ratioNorm,1,1,0,0,2,64,1,1,16,0.1,1,0,0,0,N,,,,,,,
532,ratioNorm,1,1,0,0,2,64,1,1,16,0.1,1,1,0,0,N,,,,,,,
533,ratioNorm,1,1,0,0,2,64,1,1,16,0.2,0,0,0,0,N,,,,,,,
534,ratioNorm,1,1,0,0,2,64,1,1,16,0.2,0,1,0,0,N,,,,,,,
535,ratioNorm,1,1,0,0,2,64,1,1,16,0.2,1,0,0,0,N,,,,,,,
536,ratioNorm,1,1,0,0,2,64,1,1,16,0.2,1,1,0,0,N,,,,,,,
537,ratioNorm,1,1,0,0,2,64,1,1,32,0.1,0,0,0,0,N,,,,,,,
538,ratioNorm,1,1,0,0,2,64,1,1,32,0.1,0,1,0,0,N,,,,,,,
539,ratioNorm,1,1,0,0,2,64,1,1,32,0.1,1,0,0,0,N,,,,,,,
540,ratioNorm,1,1,0,0,2,64,1,1,32,0.1,1,1,0,0,N,,,,,,,
541,ratioNorm,1,1,0,0,2,64,1,1,32,0.2,0,0,0,0,N,,,,,,,
542,ratioNorm,1,1,0,0,2,64,1,1,32,0.2,0,1,0,0,N,,,,,,,
543,ratioNorm,1,1,0,0,2,64,1,1,32,0.2,1,0,0,0,N,,,,,,,
544,ratioNorm,1,1,0,0,2,64,1,1,32,0.2,1,1,0,0,N,,,,,,,
545,ratioNorm,1,1,0,0,2,64,1,1,64,0.1,0,0,0,0,N,,,,,,,
546,ratioNorm,1,1,0,0,2,64,1,1,64,0.1,0,1,0,0,N,,,,,,,
547,ratioNorm,1,1,0,0,2,64,1,1,64,0.1,1,0,0,0,N,,,,,,,
548,ratioNorm,1,1,0,0,2,64,1,1,64,0.1,1,1,0,0,N,,,,,,,
549,ratioNorm,1,1,0,0,2,64,1,1,64,0.2,0,0,0,0,N,,,,,,,
550,ratioNorm,1,1,0,0,2,64,1,1,64,0.2,0,1,0,0,N,,,,,,,
551,ratioNorm,1,1,0,0,2,64,1,1,64,0.2,1,0,0,0,N,,,,,,,
552,ratioNorm,1,1,0,0,2,64,1,1,64,0.2,1,1,0,0,N,,,,,,,
553,ratioNorm,1,1,0,0,2,64,1,2,16,0.1,0,0,0,0,N,,,,,,,
554,ratioNorm,1,1,0,0,2,64,1,2,16,0.1,0,1,0,0,N,,,,,,,
555,ratioNorm,1,1,0,0,2,64,1,2,16,0.1,1,0,0,0,N,,,,,,,
556,ratioNorm,1,1,0,0,2,64,1,2,16,0.1,1,1,0,0,N,,,,,,,
557,ratioNorm,1,1,0,0,2,64,1,2,16,0.2,0,0,0,0,N,,,,,,,
558,ratioNorm,1,1,0,0,2,64,1,2,16,0.2,0,1,0,0,N,,,,,,,
559,ratioNorm,1,1,0,0,2,64,1,2,16,0.2,1,0,0,0,N,,,,,,,
560,ratioNorm,1,1,0,0,2,64,1,2,16,0.2,1,1,0,0,N,,,,,,,
561,ratioNorm,1,1,0,0,2,64,1,2,32,0.1,0,0,0,0,N,,,,,,,
562,ratioNorm,1,1,0,0,2,64,1,2,32,0.1,0,1,0,0,N,,,,,,,
563,ratioNorm,1,1,0,0,2,64,1,2,32,0.1,1,0,0,0,N,,,,,,,
564,ratioNorm,1,1,0,0,2,64,1,2,32,0.1,1,1,0,0,N,,,,,,,
565,ratioNorm,1,1,0,0,2,64,1,2,32,0.2,0,0,0,0,N,,,,,,,
566,ratioNorm,1,1,0,0,2,64,1,2,32,0.2,0,1,0,0,N,,,,,,,
567,ratioNorm,1,1,0,0,2,64,1,2,32,0.2,1,0,0,0,N,,,,,,,
