name,inputData,displacement,replaceNan,removeMean,FFT,#RNN,sizeRNN,bidirectional,#FC,numFC,Dropout,Weigthed,Custom_loss,xyDisplacement,is_regression,augmentation,Accuracy,N4_Acc,Q4_Acc,T4_Acc,Q4H7_Acc,Custom_Acc,Testing_Metric
568,ratioNorm,1,1,0,0,2,64,1,2,32,0.2,1,1,0,0,N,,,,,,,
569,ratioNorm,1,1,0,0,2,64,1,2,64,0.1,0,0,0,0,N,,,,,,,
570,ratioNorm,1,1,0,0,2,64,1,2,64,0.1,0,1,0,0,N,,,,,,,
571,ratioNorm,1,1,0,0,2,64,1,2,64,0.1,1,0,0,0,N,,,,,,,
572,ratioNorm,1,1,0,0,2,64,1,2,64,0.1,1,1,0,0,N,,,,,,,
573,ratioNorm,1,1,0,0,2,64,1,2,64,0.2,0,0,0,0,N,,,,,,,
574,ratioNorm,1,1,0,0,2,64,1,2,64,0.2,0,1,0,0,N,,,,,,,
575,ratioNorm,1,1,0,0,2,64,1,2,64,0.2,1,0,0,0,N,,,,,,,
576,ratioNorm,1,1,0,0,2,64,1,2,64,0.2,1,1,0,0,N,,,,,,,
577,ratioNorm,1,1,0,1,1,16,0,1,16,0.1,0,0,0,0,N,,,,,,,
578,ratioNorm,1,1,0,1,1,16,0,1,16,0.1,0,1,0,0,N,,,,,,,
579,ratioNorm,1,1,0,1,1,16,0,1,16,0.1,1,0,0,0,N,,,,,,,
580,ratioNorm,1,1,0,1,1,16,0,1,16,0.1,1,1,0,0,N,,,,,,,
581,ratioNorm,1,1,0,1,1,16,0,1,16,0.2,0,0,0,0,N,,,,,,,
582,ratioNorm,1,1,0,1,1,16,0,1,16,0.2,0,1,0,0,N,,,,,,,
583,ratioNorm,1,1,0,1,1,16,0,1,16,0.2,1,0,0,0,N,,,,,,,
584,ratioNorm,1,1,0,1,1,16,0,1,16,0.2,1,1,0,0,N,,,,,,,
585,ratioNorm,1,1,0,1,1,16,0,1,32,0.1,0,0,0,0,N,,,,,,,
586,ratioNorm,1,1,0,1,1,16,0,1,32,0.1,0,1,0,0,N,,,,,,,
587,ratioNorm,1,1,0,1,1,16,0,1,32,0.1,1,0,0,0,N,,,,,,,
588,ratioNorm,1,1,0,1,1,16,0,1,32,0.1,1,1,0,0,N,,,,,,,
589,ratioNorm,1,1,0,1,1,16,0,1,32,0.2,0,0,0,0,N,,,,,,,
590,ratioNorm,1,1,0,1,1,16,0,1,32,0.2,0,1,0,0,N,,,,,,,
591,ratioNorm,1,1,0,1,1,16,0,1,32,0.2,1,0,0,0,N,,,,,,,
592,ratioNorm,1,1,0,1,1,16,0,1,32,0.2,1,1,0,0,N,,,,,,,
593,ratioNorm,1,1,0,1,1,16,0,1,64,0.1,0,0,0,0,N,,,,,,,
594,ratioNorm,1,1,0,1,1,16,0,1,64,0.1,0,1,0,0,N,,,,,,,
595,ratioNorm,1,1,0,1,1,16,0,1,64,0.1,1,0,0,0,N,,,,,,,
596,ratioNorm,1,1,0,1,1,16,0,1,64,0.1,1,1,0,0,N,,,,,,,
597,ratioNorm,1,1,0,1,1,16,0,1,64,0.2,0,0,0,0,N,,,,,,,
598,ratioNorm,1,1,0,1,1,16,0,1,64,0.2,0,1,0,0,N,,,,,,,
599,ratioNorm,1,1,0,1,1,16,0,1,64,0.2,1,0,0,0,N,,,,,,,
600,ratioNorm,1,1,0,1,1,16,0,1,64,0.2,1,1,0,0,N,,,,,,,
601,ratioNorm,1,1,0,1,1,16,0,2,16,0.1,0,0,0,0,N,,,,,,,
602,ratioNorm,1,1,0,1,1,16,0,2,16,0.1,0,1,0,0,N,,,,,,,
603,ratioNorm,1,1,0,1,1,16,0,2,16,0.1,1,0,0,0,N,,,,,,,
604,ratioNorm,1,1,0,1,1,16,0,2,16,0.1,1,1,0,0,N,,,,,,,
605,ratioNorm,1,1,0,1,1,16,0,2,16,0.2,0,0,0,0,N,,,,,,,
606,ratioNorm,1,1,0,1,1,16,0,2,16,0.2,0,1,0,0,N,,,,,,,
607,ratioNorm,1,1,0,1,1,16,0,2,16,0.2,1,0,0,0,N,,,,,,,
608,ratioNorm,1,1,0,1,1,16,0,2,16,0.2,1,1,0,0,N,,,,,,,
609,ratioNorm,1,1,0,1,1,16,0,2,32,0.1,0,0,0,0,N,,,,,,,
610,ratioNorm,1,1,0,1,1,16,0,2,32,0.1,0,1,0,0,N,,,,,,,
611,ratioNorm,1,1,0,1,1,16,0,2,32,0.1,1,0,0,0,N,,,,,,,
612,ratioNorm,1,1,0,1,1,16,0,2,32,0.1,1,1,0,0,N,,,,,,,
613,ratioNorm,1,1,0,1,1,16,0,2,32,0.2,0,0,0,0,N,,,,,,,
614,ratioNorm,1,1,0,1,1,16,0,2,32,0.2,0,1,0,0,N,,,,,,,
615,ratioNorm,1,1,0,1,1,16,0,2,32,0.2,1,0,0,0,N,,,,,,,
616,ratioNorm,1,1,0,1,1,16,0,2,32,0.2,1,1,0,0,N,,,,,,,
617,ratioNorm,1,1,0,1,1,16,0,2,64,0.1,0,0,0,0,N,,,,,,,
618,ratioNorm,1,1,0,1,1,16,0,2,64,0.1,0,1,0,0,N,,,,,,,
619,ratioNorm,1,1,0,1,1,16,0,2,64,0.1,1,0,0,0,N,,,,,,,
620,ratioNorm,1,1,0,1,1,16,0,2,64,0.1,1,1,0,0,N,,,,,,,
621,ratioNorm,1,1,0,1,1,16,0,2,64,0.2,0,0,0,0,N,,,,,,,
622,ratioNorm,1,1,0,1,1,16,0,2,64,0.2,0,1,0,0,N,,,,,,,
623,ratioNorm,1,1,0,1,1,16,0,2,64,0.2,1,0,0,0,N,,,,,,,
624,ratioNorm,1,1,0,1,1,16,0,2,64,0.2,1,1,0,0,N,,,,,,,
625,ratioNorm,1,1,0,1,1,16,1,1,16,0.1,0,0,0,0,N,,,,,,,
626,ratioNorm,1,1,0,1,1,16,1,1,16,0.1,0,1,0,0,N,,,,,,,
627,ratioNorm,1,1,0,1,1,16,1,1,16,0.1,1,0,0,0,N,,,,,,,
628,ratioNorm,1,1,0,1,1,16,1,1,16,0.1,1,1,0,0,N,,,,,,,
629,ratioNorm,1,1,0,1,1,16,1,1,16,0.2,0,0,0,0,N,,,,,,,
630,ratioNorm,1,1,0,1,1,16,1,1,16,0.2,0,1,0,0,N,,,,,,,
631,ratioNorm,1,1,0,1,1,16,1,1,16,0.2,1,0,0,0,N,,,,,,,
632,ratioNorm,1,1,0,1,1,16,1,1,16,0.2,1,1,0,0,N,,,,,,,
633,ratioNorm,1,1,0,1,1,16,1,1,32,0.1,0,0,0,0,N,,,,,,,
634,ratioNorm,1,1,0,1,1,16,1,1,32,0.1,0,1,0,0,N,,,,,,,
635,ratioNorm,1,1,0,1,1,16,1,1,32,0.1,1,0,0,0,N,,,,,,,
636,ratioNorm,1,1,0,1,1,16,1,1,32,0.1,1,1,0,0,N,,,,,,,
637,ratioNorm,1,1,0,1,1,16,1,1,32,0.2,0,0,0,0,N,,,,,,,
638,ratioNorm,1,1,0,1,1,16,1,1,32,0.2,0,1,0,0,N,,,,,,,
639,ratioNorm,1,1,0,1,1,16,1,1,32,0.2,1,0,0,0,N,,,,,,,
640,ratioNorm,1,1,0,1,1,16,1,1,32,0.2,1,1,0,0,N,,,,,,,
641,ratioNorm,1,1,0,1,1,16,1,1,64,0.1,0,0,0,0,N,,,,,,,
642,ratioNorm,1,1,0,1,1,16,1,1,64,0.1,0,1,0,0,N,,,,,,,
643,ratioNorm,1,1,0,1,1,16,1,1,64,0.1,1,0,0,0,N,,,,,,,
644,ratioNorm,1,1,0,1,1,16,1,1,64,0.1,1,1,0,0,N,,,,,,,
645,ratioNorm,1,1,0,1,1,16,1,1,64,0.2,0,0,0,0,N,,,,,,,
646,ratioNorm,1,1,0,1,1,16,1,1,64,0.2,0,1,0,0,N,,,,,,,
647,ratioNorm,1,1,0,1,1,16,1,1,64,0.2,1,0,0,0,N,,,,,,,
648,ratioNorm,1,1,0,1,1,16,1,1,64,0.2,1,1,0,0,N,,,,,,,
649,ratioNorm,1,1,0,1,1,16,1,2,16,0.1,0,0,0,0,N,,,,,,,
650,ratioNorm,1,1,0,1,1,16,1,2,16,0.1,0,1,0,0,N,,,,,,,
651,ratioNorm,1,1,0,1,1,16,1,2,16,0.1,1,0,0,0,N,,,,,,,
652,ratioNorm,1,1,0,1,1,16,1,2,16,0.1,1,1,0,0,N,,,,,,,
653,ratioNorm,1,1,0,1,1,16,1,2,16,0.2,0,0,0,0,N,,,,,,,
654,ratioNorm,1,1,0,1,1,16,1,2,16,0.2,0,1,0,0,N,,,,,,,
655,ratioNorm,1,1,0,1,1,16,1,2,16,0.2,1,0,0,0,N,,,,,,,
656,ratioNorm,1,1,0,1,1,16,1,2,16,0.2,1,1,0,0,N,,,,,,,
657,ratioNorm,1,1,0,1,1,16,1,2,32,0.1,0,0,0,0,N,,,,,,,
658,ratioNorm,1,1,0,1,1,16,1,2,32,0.1,0,1,0,0,N,,,,,,,
659,ratioNorm,1,1,0,1,1,16,1,2,32,0.1,1,0,0,0,N,,,,,,,
660,ratioNorm,1,1,0,1,1,16,1,2,32,0.1,1,1,0,0,N,,,,,,,
661,ratioNorm,1,1,0,1,1,16,1,2,32,0.2,0,0,0,0,N,,,,,,,
662,ratioNorm,1,1,0,1,1,16,1,2,32,0.2,0,1,0,0,N,,,,,,,
663,ratioNorm,1,1,0,1,1,16,1,2,32,0.2,1,0,0,0,N,,,,,,,
664,ratioNorm,1,1,0,1,1,16,1,2,32,0.2,1,1,0,0,N,,,,,,,
665,ratioNorm,1,1,0,1,1,16,1,2,64,0.1,0,0,0,0,N,,,,,,,
666,ratioNorm,1,1,0,1,1,16,1,2,64,0.1,0,1,0,0,N,,,,,,,
667,ratioNorm,1,1,0,1,1,16,1,2,64,0.1,1,0,0,0,N,,,,,,,
668,ratioNorm,1,1,0,1,1,16,1,2,64,0.1,1,1,0,0,N,,,,,,,
669,ratioNorm,1,1,0,1,1,16,1,2,64,0.2,0,0,0,0,N,,,,,,,
670,ratioNorm,1,1,0,1,1,16,1,2,64,0.2,0,1,0,0,N,,,,,,,
671,ratioNorm,1,1,0,1,1,16,1,2,64,0.2,1,0,0,0,N,,,,,,,
672,ratioNorm,1,1,0,1,1,16,1,2,64,0.2,1,1,0,0,N,,,,,,,
673,ratioNorm,1,1,0,1,1,32,0,1,16,0.1,0,0,0,0,N,,,,,,,
674,ratioNorm,1,1,0,1,1,32,0,1,16,0.1,0,1,0,0,N,,,,,,,
675,ratioNorm,1,1,0,1,1,32,0,1,16,0.1,1,0,0,0,N,,,,,,,
676,ratioNorm,1,1,0,1,1,32,0,1,16,0.1,1,1,0,0,N,,,,,,,
677,ratioNorm,1,1,0,1,1,32,0,1,16,0.2,0,0,0,0,N,,,,,,,
678,ratioNorm,1,1,0,1,1,32,0,1,16,0.2,0,1,0,0,N,,,,,,,
679,ratioNorm,1,1,0,1,1,32,0,1,16,0.2,1,0,0,0,N,,,,,,,
680,ratioNorm,1,1,0,1,1,32,0,1,16,0.2,1,1,0,0,N,,,,,,,
681,ratioNorm,1,1,0,1,1,32,0,1,32,0.1,0,0,0,0,N,,,,,,,
682,ratioNorm,1,1,0,1,1,32,0,1,32,0.1,0,1,0,0,N,,,,,,,
683,ratioNorm,1,1,0,1,1,32,0,1,32,0.1,1,0,0,0,N,,,,,,,
684,ratioNorm,1,1,0,1,1,32,0,1,32,0.1,1,1,0,0,N,,,,,,,
685,ratioNorm,1,1,0,1,1,32,0,1,32,0.2,0,0,0,0,N,,,,,,,
686,ratioNorm,1,1,0,1,1,32,0,1,32,0.2,0,1,0,0,N,,,,,,,
687,ratioNorm,1,1,0,1,1,32,0,1,32,0.2,1,0,0,0,N,,,,,,,
688,ratioNorm,1,1,0,1,1,32,0,1,32,0.2,1,1,0,0,N,,,,,,,
689,ratioNorm,1,1,0,1,1,32,0,1,64,0.1,0,0,0,0,N,,,,,,,
690,ratioNorm,1,1,0,1,1,32,0,1,64,0.1,0,1,0,0,N,,,,,,,
691,ratioNorm,1,1,0,1,1,32,0,1,64,0.1,1,0,0,0,N,,,,,,,
692,ratioNorm,1,1,0,1,1,32,0,1,64,0.1,1,1,0,0,N,,,,,,,
693,ratioNorm,1,1,0,1,1,32,0,1,64,0.2,0,0,0,0,N,,,,,,,
694,ratioNorm,1,1,0,1,1,32,0,1,64,0.2,0,1,0,0,N,,,,,,,
695,ratioNorm,1,1,0,1,1,32,0,1,64,0.2,1,0,0,0,N,,,,,,,
696,ratioNorm,1,1,0,1,1,32,0,1,64,0.2,1,1,0,0,N,,,,,,,
697,ratioNorm,1,1,0,1,1,32,0,2,16,0.1,0,0,0,0,N,,,,,,,
698,ratioNorm,1,1,0,1,1,32,0,2,16,0.1,0,1,0,0,N,,,,,,,
699,ratioNorm,1,1,0,1,1,32,0,2,16,0.1,1,0,0,0,N,,,,,,,
700,ratioNorm,1,1,0,1,1,32,0,2,16,0.1,1,1,0,0,N,,,,,,,
701,ratioNorm,1,1,0,1,1,32,0,2,16,0.2,0,0,0,0,N,,,,,,,
702,ratioNorm,1,1,0,1,1,32,0,2,16,0.2,0,1,0,0,N,,,,,,,
703,ratioNorm,1,1,0,1,1,32,0,2,16,0.2,1,0,0,0,N,,,,,,,
704,ratioNorm,1,1,0,1,1,32,0,2,16,0.2,1,1,0,0,N,,,,,,,
705,ratioNorm,1,1,0,1,1,32,0,2,32,0.1,0,0,0,0,N,,,,,,,
706,ratioNorm,1,1,0,1,1,32,0,2,32,0.1,0,1,0,0,N,,,,,,,
707,ratioNorm,1,1,0,1,1,32,0,2,32,0.1,1,0,0,0,N,,,,,,,
708,ratioNorm,1,1,0,1,1,32,0,2,32,0.1,1,1,0,0,N,,,,,,,
709,ratioNorm,1,1,0,1,1,32,0,2,32,0.2,0,0,0,0,N,,,,,,,
710,ratioNorm,1,1,0,1,1,32,0,2,32,0.2,0,1,0,0,N,,,,,,,
711,ratioNorm,1,1,0,1,1,32,0,2,32,0.2,1,0,0,0,N,,,,,,,
712,ratioNorm,1,1,0,1,1,32,0,2,32,0.2,1,1,0,0,N,,,,,,,
713,ratioNorm,1,1,0,1,1,32,0,2,64,0.1,0,0,0,0,N,,,,,,,
714,ratioNorm,1,1,0,1,1,32,0,2,64,0.1,0,1,0,0,N,,,,,,,
715,ratioNorm,1,1,0,1,1,32,0,2,64,0.1,1,0,0,0,N,,,,,,,
716,ratioNorm,1,1,0,1,1,32,0,2,64,0.1,1,1,0,0,N,,,,,,,
717,ratioNorm,1,1,0,1,1,32,0,2,64,0.2,0,0,0,0,N,,,,,,,
718,ratioNorm,1,1,0,1,1,32,0,2,64,0.2,0,1,0,0,N,,,,,,,
719,ratioNorm,1,1,0,1,1,32,0,2,64,0.2,1,0,0,0,N,,,,,,,
720,ratioNorm,1,1,0,1,1,32,0,2,64,0.2,1,1,0,0,N,,,,,,,
721,ratioNorm,1,1,0,1,1,32,1,1,16,0.1,0,0,0,0,N,,,,,,,
722,ratioNorm,1,1,0,1,1,32,1,1,16,0.1,0,1,0,0,N,,,,,,,
723,ratioNorm,1,1,0,1,1,32,1,1,16,0.1,1,0,0,0,N,,,,,,,
724,ratioNorm,1,1,0,1,1,32,1,1,16,0.1,1,1,0,0,N,,,,,,,
725,ratioNorm,1,1,0,1,1,32,1,1,16,0.2,0,0,0,0,N,,,,,,,
726,ratioNorm,1,1,0,1,1,32,1,1,16,0.2,0,1,0,0,N,,,,,,,
727,ratioNorm,1,1,0,1,1,32,1,1,16,0.2,1,0,0,0,N,,,,,,,
728,ratioNorm,1,1,0,1,1,32,1,1,16,0.2,1,1,0,0,N,,,,,,,
729,ratioNorm,1,1,0,1,1,32,1,1,32,0.1,0,0,0,0,N,,,,,,,
730,ratioNorm,1,1,0,1,1,32,1,1,32,0.1,0,1,0,0,N,,,,,,,
731,ratioNorm,1,1,0,1,1,32,1,1,32,0.1,1,0,0,0,N,,,,,,,
732,ratioNorm,1,1,0,1,1,32,1,1,32,0.1,1,1,0,0,N,,,,,,,
733,ratioNorm,1,1,0,1,1,32,1,1,32,0.2,0,0,0,0,N,,,,,,,
734,ratioNorm,1,1,0,1,1,32,1,1,32,0.2,0,1,0,0,N,,,,,,,
735,ratioNorm,1,1,0,1,1,32,1,1,32,0.2,1,0,0,0,N,,,,,,,
736,ratioNorm,1,1,0,1,1,32,1,1,32,0.2,1,1,0,0,N,,,,,,,
737,ratioNorm,1,1,0,1,1,32,1,1,64,0.1,0,0,0,0,N,,,,,,,
738,ratioNorm,1,1,0,1,1,32,1,1,64,0.1,0,1,0,0,N,,,,,,,
739,ratioNorm,1,1,0,1,1,32,1,1,64,0.1,1,0,0,0,N,,,,,,,
740,ratioNorm,1,1,0,1,1,32,1,1,64,0.1,1,1,0,0,N,,,,,,,
741,ratioNorm,1,1,0,1,1,32,1,1,64,0.2,0,0,0,0,N,,,,,,,
742,ratioNorm,1,1,0,1,1,32,1,1,64,0.2,0,1,0,0,N,,,,,,,
743,ratioNorm,1,1,0,1,1,32,1,1,64,0.2,1,0,0,0,N,,,,,,,
744,ratioNorm,1,1,0,1,1,32,1,1,64,0.2,1,1,0,0,N,,,,,,,
745,ratioNorm,1,1,0,1,1,32,1,2,16,0.1,0,0,0,0,N,,,,,,,
746,ratioNorm,1,1,0,1,1,32,1,2,16,0.1,0,1,0,0,N,,,,,,,
747,ratioNorm,1,1,0,1,1,32,1,2,16,0.1,1,0,0,0,N,,,,,,,
748,ratioNorm,1,1,0,1,1,32,1,2,16,0.1,1,1,0,0,N,,,,,,,
749,ratioNorm,1,1,0,1,1,32,1,2,16,0.2,0,0,0,0,N,,,,,,,
750,ratioNorm,1,1,0,1,1,32,1,2,16,0.2,0,1,0,0,N,,,,,,,
751,ratioNorm,1,1,0,1,1,32,1,2,16,0.2,1,0,0,0,N,,,,,,,
752,ratioNorm,1,1,0,1,1,32,1,2,16,0.2,1,1,0,0,N,,,,,,,
753,ratioNorm,1,1,0,1,1,32,1,2,32,0.1,0,0,0,0,N,,,,,,,
754,ratioNorm,1,1,0,1,1,32,1,2,32,0.1,0,1,0,0,N,,,,,,,
755,ratioNorm,1,1,0,1,1,32,1,2,32,0.1,1,0,0,0,N,,,,,,,
756,ratioNorm,1,1,0,1,1,32,1,2,32,0.1,1,1,0,0,N,,,,,,,
757,ratioNorm,1,1,0,1,1,32,1,2,32,0.2,0,0,0,0,N,,,,,,,
758,ratioNorm,1,1,0,1,1,32,1,2,32,0.2,0,1,0,0,N,,,,,,,
759,ratioNorm,1,1,0,1,1,32,1,2,32,0.2,1,0,0,0,N,,,,,,,
760,ratioNorm,1,1,0,1,1,32,1,2,32,0.2,1,1,0,0,N,,,,,,,
761,ratioNorm,1,1,0,1,1,32,1,2,64,0.1,0,0,0,0,N,,,,,,,
762,ratioNorm,1,1,0,1,1,32,1,2,64,0.1,0,1,0,0,N,,,,,,,
763,ratioNorm,1,1,0,1,1,32,1,2,64,0.1,1,0,0,0,N,,,,,,,
764,ratioNorm,1,1,0,1,1,32,1,2,64,0.1,1,1,0,0,N,,,,,,,
765,ratioNorm,1,1,0,1,1,32,1,2,64,0.2,0,0,0,0,N,,,,,,,
766,ratioNorm,1,1,0,1,1,32,1,2,64,0.2,0,1,0,0,N,,,,,,,
767,ratioNorm,1,1,0,1,1,32,1,2,64,0.2,1,0,0,0,N,,,,,,,
768,ratioNorm,1,1,0,1,1,32,1,2,64,0.2,1,1,0,0,N,,,,,,,
769,ratioNorm,1,1,0,1,1,64,0,1,16,0.1,0,0,0,0,N,,,,,,,
770,ratioNorm,1,1,0,1,1,64,0,1,16,0.1,0,1,0,0,N,,,,,,,
771,ratioNorm,1,1,0,1,1,64,0,1,16,0.1,1,0,0,0,N,,,,,,,
772,ratioNorm,1,1,0,1,1,64,0,1,16,0.1,1,1,0,0,N,,,,,,,
773,ratioNorm,1,1,0,1,1,64,0,1,16,0.2,0,0,0,0,N,,,,,,,
774,ratioNorm,1,1,0,1,1,64,0,1,16,0.2,0,1,0,0,N,,,,,,,
775,ratioNorm,1,1,0,1,1,64,0,1,16,0.2,1,0,0,0,N,,,,,,,
776,ratioNorm,1,1,0,1,1,64,0,1,16,0.2,1,1,0,0,N,,,,,,,
777,ratioNorm,1,1,0,1,1,64,0,1,32,0.1,0,0,0,0,N,,,,,,,
778,ratioNorm,1,1,0,1,1,64,0,1,32,0.1,0,1,0,0,N,,,,,,,
779,ratioNorm,1,1,0,1,1,64,0,1,32,0.1,1,0,0,0,N,,,,,,,
780,ratioNorm,1,1,0,1,1,64,0,1,32,0.1,1,1,0,0,N,,,,,,,
781,ratioNorm,1,1,0,1,1,64,0,1,32,0.2,0,0,0,0,N,,,,,,,
782,ratioNorm,1,1,0,1,1,64,0,1,32,0.2,0,1,0,0,N,,,,,,,
783,ratioNorm,1,1,0,1,1,64,0,1,32,0.2,1,0,0,0,N,,,,,,,
784,ratioNorm,1,1,0,1,1,64,0,1,32,0.2,1,1,0,0,N,,,,,,,
785,ratioNorm,1,1,0,1,1,64,0,1,64,0.1,0,0,0,0,N,,,,,,,
786,ratioNorm,1,1,0,1,1,64,0,1,64,0.1,0,1,0,0,N,,,,,,,
787,ratioNorm,1,1,0,1,1,64,0,1,64,0.1,1,0,0,0,N,,,,,,,
788,ratioNorm,1,1,0,1,1,64,0,1,64,0.1,1,1,0,0,N,,,,,,,
789,ratioNorm,1,1,0,1,1,64,0,1,64,0.2,0,0,0,0,N,,,,,,,
790,ratioNorm,1,1,0,1,1,64,0,1,64,0.2,0,1,0,0,N,,,,,,,
791,ratioNorm,1,1,0,1,1,64,0,1,64,0.2,1,0,0,0,N,,,,,,,
792,ratioNorm,1,1,0,1,1,64,0,1,64,0.2,1,1,0,0,N,,,,,,,
793,ratioNorm,1,1,0,1,1,64,0,2,16,0.1,0,0,0,0,N,,,,,,,
794,ratioNorm,1,1,0,1,1,64,0,2,16,0.1,0,1,0,0,N,,,,,,,
795,ratioNorm,1,1,0,1,1,64,0,2,16,0.1,1,0,0,0,N,,,,,,,
796,ratioNorm,1,1,0,1,1,64,0,2,16,0.1,1,1,0,0,N,,,,,,,
797,ratioNorm,1,1,0,1,1,64,0,2,16,0.2,0,0,0,0,N,,,,,,,
798,ratioNorm,1,1,0,1,1,64,0,2,16,0.2,0,1,0,0,N,,,,,,,
799,ratioNorm,1,1,0,1,1,64,0,2,16,0.2,1,0,0,0,N,,,,,,,
800,ratioNorm,1,1,0,1,1,64,0,2,16,0.2,1,1,0,0,N,,,,,,,
801,ratioNorm,1,1,0,1,1,64,0,2,32,0.1,0,0,0,0,N,,,,,,,
802,ratioNorm,1,1,0,1,1,64,0,2,32,0.1,0,1,0,0,N,,,,,,,
803,ratioNorm,1,1,0,1,1,64,0,2,32,0.1,1,0,0,0,N,,,,,,,
804,ratioNorm,1,1,0,1,1,64,0,2,32,0.1,1,1,0,0,N,,,,,,,
805,ratioNorm,1,1,0,1,1,64,0,2,32,0.2,0,0,0,0,N,,,,,,,
806,ratioNorm,1,1,0,1,1,64,0,2,32,0.2,0,1,0,0,N,,,,,,,
807,ratioNorm,1,1,0,1,1,64,0,2,32,0.2,1,0,0,0,N,,,,,,,
808,ratioNorm,1,1,0,1,1,64,0,2,32,0.2,1,1,0,0,N,,,,,,,
809,ratioNorm,1,1,0,1,1,64,0,2,64,0.1,0,0,0,0,N,,,,,,,
810,ratioNorm,1,1,0,1,1,64,0,2,64,0.1,0,1,0,0,N,,,,,,,
811,ratioNorm,1,1,0,1,1,64,0,2,64,0.1,1,0,0,0,N,,,,,,,
812,ratioNorm,1,1,0,1,1,64,0,2,64,0.1,1,1,0,0,N,,,,,,,
813,ratioNorm,1,1,0,1,1,64,0,2,64,0.2,0,0,0,0,N,,,,,,,
814,ratioNorm,1,1,0,1,1,64,0,2,64,0.2,0,1,0,0,N,,,,,,,
815,ratioNorm,1,1,0,1,1,64,0,2,64,0.2,1,0,0,0,N,,,,,,,
816,ratioNorm,1,1,0,1,1,64,0,2,64,0.2,1,1,0,0,N,,,,,,,
817,ratioNorm,1,1,0,1,1,64,1,1,16,0.1,0,0,0,0,N,,,,,,,
818,ratioNorm,1,1,0,1,1,64,1,1,16,0.1,0,1,0,0,N,,,,,,,
819,ratioNorm,1,1,0,1,1,64,1,1,16,0.1,1,0,0,0,N,,,,,,,
820,ratioNorm,1,1,0,1,1,64,1,1,16,0.1,1,1,0,0,N,,,,,,,
821,ratioNorm,1,1,0,1,1,64,1,1,16,0.2,0,0,0,0,N,,,,,,,
822,ratioNorm,1,1,0,1,1,64,1,1,16,0.2,0,1,0,0,N,,,,,,,
823,ratioNorm,1,1,0,1,1,64,1,1,16,0.2,1,0,0,0,N,,,,,,,
824,ratioNorm,1,1,0,1,1,64,1,1,16,0.2,1,1,0,0,N,,,,,,,
825,ratioNorm,1,1,0,1,1,64,1,1,32,0.1,0,0,0,0,N,,,,,,,
826,ratioNorm,1,1,0,1,1,64,1,1,32,0.1,0,1,0,0,N,,,,,,,
827,ratioNorm,1,1,0,1,1,64,1,1,32,0.1,1,0,0,0,N,,,,,,,
828,ratioNorm,1,1,0,1,1,64,1,1,32,0.1,1,1,0,0,N,,,,,,,
829,ratioNorm,1,1,0,1,1,64,1,1,32,0.2,0,0,0,0,N,,,,,,,
830,ratioNorm,1,1,0,1,1,64,1,1,32,0.2,0,1,0,0,N,,,,,,,
831,ratioNorm,1,1,0,1,1,64,1,1,32,0.2,1,0,0,0,N,,,,,,,
832,ratioNorm,1,1,0,1,1,64,1,1,32,0.2,1,1,0,0,N,,,,,,,
833,ratioNorm,1,1,0,1,1,64,1,1,64,0.1,0,0,0,0,N,,,,,,,
834,ratioNorm,1,1,0,1,1,64,1,1,64,0.1,0,1,0,0,N,,,,,,,
835,ratioNorm,1,1,0,1,1,64,1,1,64,0.1,1,0,0,0,N,,,,,,,
836,ratioNorm,1,1,0,1,1,64,1,1,64,0.1,1,1,0,0,N,,,,,,,
837,ratioNorm,1,1,0,1,1,64,1,1,64,0.2,0,0,0,0,N,,,,,,,
838,ratioNorm,1,1,0,1,1,64,1,1,64,0.2,0,1,0,0,N,,,,,,,
839,ratioNorm,1,1,0,1,1,64,1,1,64,0.2,1,0,0,0,N,,,,,,,
840,ratioNorm,1,1,0,1,1,64,1,1,64,0.2,1,1,0,0,N,,,,,,,
841,ratioNorm,1,1,0,1,1,64,1,2,16,0.1,0,0,0,0,N,,,,,,,
842,ratioNorm,1,1,0,1,1,64,1,2,16,0.1,0,1,0,0,N,,,,,,,
843,ratioNorm,1,1,0,1,1,64,1,2,16,0.1,1,0,0,0,N,,,,,,,
844,ratioNorm,1,1,0,1,1,64,1,2,16,0.1,1,1,0,0,N,,,,,,,
845,ratioNorm,1,1,0,1,1,64,1,2,16,0.2,0,0,0,0,N,,,,,,,
846,ratioNorm,1,1,0,1,1,64,1,2,16,0.2,0,1,0,0,N,,,,,,,
847,ratioNorm,1,1,0,1,1,64,1,2,16,0.2,1,0,0,0,N,,,,,,,
848,ratioNorm,1,1,0,1,1,64,1,2,16,0.2,1,1,0,0,N,,,,,,,
849,ratioNorm,1,1,0,1,1,64,1,2,32,0.1,0,0,0,0,N,,,,,,,
850,ratioNorm,1,1,0,1,1,64,1,2,32,0.1,0,1,0,0,N,,,,,,,
851,ratioNorm,1,1,0,1,1,64,1,2,32,0.1,1,0,0,0,N,,,,,,,
852,ratioNorm,1,1,0,1,1,64,1,2,32,0.1,1,1,0,0,N,,,,,,,
853,ratioNorm,1,1,0,1,1,64,1,2,32,0.2,0,0,0,0,N,,,,,,,
854,ratioNorm,1,1,0,1,1,64,1,2,32,0.2,0,1,0,0,N,,,,,,,
855,ratioNorm,1,1,0,1,1,64,1,2,32,0.2,1,0,0,0,N,,,,,,,
