name,inputData,displacement,replaceNan,removeMean,FFT,#RNN,sizeRNN,bidirectional,#FC,numFC,Dropout,Custom_loss,xyDisplacement,Accuracy,N4_Acc,Q4_Acc,T4_Acc,Q4H7_Acc,Custom_Acc,Testing_Metric
85,ratio,1,1,0,0,1,16,1,1,64,0.2,0,0,0.5692,0.6916,0.5411,0.3722,0.5165,0.4837,1.1181
86,ratioNorm,1,1,0,0,1,16,1,1,64,0.2,0,0,0.5819,0.7457,0.4426,0.4473,0.595,0.5053,1.0572
87,indiv,1,1,0,0,1,16,1,1,64,0.2,0,0,0.5775,0.7837,0.4169,0.4115,0.5386,0.4758,1.0814
88,ratioNorm,1,1,0,1,1,16,1,1,64,0.2,0,0,0.5765,0.7654,0.4634,0.3006,0.6708,0.4699,1.0211
89,ratio,1,1,0,0,2,16,1,1,64,0.2,0,0,0.5673,0.7438,0.3907,0.5365,0.4449,0.4952,1.1158
90,ratioNorm,1,1,0,0,2,16,1,1,64,0.2,0,0,0.6023,0.741,0.4917,0.4586,0.6474,0.5345,1.036
91,indiv,1,1,0,0,2,16,1,1,64,0.2,0,0,0.5771,0.7527,0.4796,0.3596,0.5634,0.4757,1.0704
92,ratioNorm,1,1,0,1,2,16,1,1,64,0.2,0,0,0.5913,0.7476,0.4543,0.4544,0.6336,0.5195,1.0254
93,ratio,1,1,0,0,3,16,1,1,64,0.2,0,0,0.5852,0.7353,0.5154,0.3975,0.5317,0.4935,1.1072
94,ratioNorm,1,1,0,0,3,16,1,1,64,0.2,0,0,0.5897,0.7555,0.4323,0.46,0.6446,0.5181,1.0539
95,indiv,1,1,0,0,3,16,1,1,64,0.2,0,0,0.5955,0.7223,0.5179,0.4663,0.5551,0.5251,1.0625
96,ratioNorm,1,1,0,1,3,16,1,1,64,0.2,0,0,0.5932,0.7369,0.4601,0.5098,0.573,0.5302,1.0394
97,ratio,1,1,0,0,1,32,1,1,64,0.2,0,0,0.578,0.7099,0.5981,0.3104,0.4628,0.4671,1.1066
98,ratioNorm,1,1,0,0,1,32,1,1,64,0.2,0,0,0.6011,0.7777,0.5333,0.3287,0.5923,0.4877,1.0685
99,indiv,1,1,0,0,1,32,1,1,64,0.2,0,0,0.5784,0.74,0.4834,0.3624,0.6143,0.4868,1.0578
100,ratioNorm,1,1,0,1,1,32,1,1,64,0.2,0,0,0.5852,0.7394,0.5212,0.3188,0.6488,0.4876,1.0191
101,ratio,1,1,0,0,2,32,1,1,64,0.2,0,0,0.5802,0.7863,0.4268,0.3919,0.562,0.4758,1.1168
102,ratioNorm,1,1,0,0,2,32,1,1,64,0.2,0,0,0.5985,0.7365,0.4942,0.4733,0.5895,0.5291,1.0502
103,indiv,1,1,0,0,2,32,1,1,64,0.2,0,0,0.5893,0.7381,0.51,0.4122,0.5523,0.5022,1.0572
104,ratioNorm,1,1,0,1,2,32,1,1,64,0.2,0,0,0.5889,0.7071,0.4904,0.5253,0.5262,0.5332,1.0198
105,ratio,1,1,0,0,3,32,1,1,64,0.2,0,0,0.5801,0.727,0.4792,0.4719,0.4876,0.5028,1.1315
106,ratioNorm,1,1,0,0,3,32,1,1,64,0.2,0,0,0.5893,0.7179,0.4784,0.4803,0.6116,0.5298,1.0397
107,indiv,1,1,0,0,3,32,1,1,64,0.2,0,0,0.5883,0.7327,0.5254,0.4192,0.5,0.4986,1.0776
108,ratioNorm,1,1,0,1,3,32,1,1,64,0.2,0,0,0.6041,0.7581,0.4834,0.4684,0.6006,0.5283,1.0319
109,ratio,1,1,0,0,1,64,1,1,64,0.2,0,0,0.5666,0.7242,0.4909,0.4038,0.4518,0.4716,1.143
110,ratioNorm,1,1,0,0,1,64,1,1,64,0.2,0,0,0.5891,0.7426,0.5395,0.3659,0.5234,0.4871,1.0868
111,indiv,1,1,0,0,1,64,1,1,64,0.2,0,0,0.5901,0.7445,0.5021,0.4045,0.5744,0.5017,1.0395
112,ratioNorm,1,1,0,1,1,64,1,1,64,0.2,0,0,0.5985,0.7473,0.5158,0.4333,0.5496,0.5127,1.0534
113,ratio,1,1,0,0,2,64,1,1,64,0.2,0,0,0.5845,0.7533,0.5112,0.4122,0.4311,0.4798,1.123
114,ratioNorm,1,1,0,0,2,64,1,1,64,0.2,0,0,0.5917,0.728,0.4759,0.4593,0.6419,0.5276,1.048
115,indiv,1,1,0,0,2,64,1,1,64,0.2,0,0,0.5904,0.7394,0.4859,0.4396,0.584,0.5123,1.0608
116,ratioNorm,1,1,0,1,2,64,1,1,64,0.2,0,0,0.5875,0.7739,0.4081,0.4473,0.646,0.508,1.0277
117,ratio,1,1,0,0,3,64,1,1,64,0.2,0,0,0.5674,0.7587,0.4609,0.3778,0.4601,0.4573,1.1401
118,ratioNorm,1,1,0,0,3,64,1,1,64,0.2,0,0,0.5929,0.7818,0.441,0.4228,0.6088,0.5013,1.0314
119,indiv,1,1,0,0,3,64,1,1,64,0.2,0,0,0.5573,0.8138,0.389,0.3272,0.4504,0.4191,1.0571
120,ratioNorm,1,1,0,1,3,64,1,1,64,0.2,0,0,0.6006,0.7264,0.5283,0.4221,0.6433,0.5286,1.0143
121,ratioNorm,1,1,0,1,2,16,1,1,32,0.2,0,0,0.5942,0.7562,0.4431,0.5014,0.573,0.5237,1.0303
122,ratioNorm,1,1,0,1,3,16,1,1,32,0.2,0,0,0.5972,0.7628,0.3986,0.5309,0.6653,0.5413,1.0281
123,ratioNorm,1,1,0,1,4,16,1,1,32,0.2,0,0,0.5897,0.7657,0.3874,0.5098,0.6515,0.527,1.0251
124,ratioNorm,1,1,0,1,2,32,1,1,32,0.2,0,0,0.598,0.753,0.5029,0.3989,0.6295,0.5116,1.0492
125,ratioNorm,1,1,0,1,3,32,1,1,32,0.2,0,0,0.6114,0.7543,0.5112,0.4312,0.6749,0.5363,1.0334
126,ratioNorm,1,1,0,1,4,32,1,1,32,0.2,0,0,0.5994,0.7828,0.4667,0.4473,0.5399,0.5052,1.0625
127,ratioNorm,1,1,0,1,2,16,1,2,32,0.2,0,0,0.5901,0.7625,0.4605,0.3806,0.6804,0.5027,1.0384
128,ratioNorm,1,1,0,1,3,16,1,2,32,0.2,0,0,0.5879,0.7388,0.4111,0.4846,0.7204,0.5351,1.0298
129,ratioNorm,1,1,0,1,4,16,1,2,32,0.2,0,0,0.6034,0.7429,0.5295,0.3912,0.6584,0.5213,1.023
130,ratioNorm,1,1,0,1,2,32,1,2,32,0.2,0,0,0.5932,0.7593,0.4601,0.4515,0.5895,0.5125,1.037
131,ratioNorm,1,1,0,1,3,32,1,2,32,0.2,0,0,0.6028,0.7676,0.4909,0.4459,0.5647,0.5153,1.0501
132,ratioNorm,1,1,0,1,4,32,1,2,32,0.2,0,0,0.6032,0.7679,0.4992,0.4129,0.6047,0.5126,1.0501
133,ratioNorm,1,1,0,1,2,16,1,3,32,0.2,0,0,0.5918,0.7714,0.48,0.3961,0.5647,0.4925,1.0534
134,ratioNorm,1,1,0,1,3,16,1,3,32,0.2,0,0,0.5819,0.709,0.4593,0.4796,0.6364,0.5278,1.021
135,ratioNorm,1,1,0,1,4,16,1,3,32,0.2,0,0,0.5975,0.7372,0.495,0.4515,0.6157,0.526,1.0302
136,ratioNorm,1,1,0,1,2,32,1,3,32,0.2,0,0,0.5927,0.7859,0.4784,0.361,0.5854,0.4836,1.05
137,ratioNorm,1,1,0,1,3,32,1,3,32,0.2,0,0,0.5919,0.7435,0.4422,0.4979,0.6129,0.5288,1.0324
138,ratioNorm,1,1,0,1,4,32,1,3,32,0.2,0,0,0.59,0.7267,0.5466,0.4017,0.5083,0.499,1.071
139,ratioNorm,1,1,0,1,2,16,1,1,64,0.2,0,0,0.5894,0.7565,0.4323,0.474,0.6102,0.517,1.0477
140,ratioNorm,1,1,0,1,3,16,1,1,64,0.2,0,0,0.6092,0.7495,0.532,0.3834,0.697,0.5273,1.0398
141,ratioNorm,1,1,0,1,4,16,1,1,64,0.2,0,0,0.594,0.7802,0.4638,0.3567,0.6804,0.496,1.0421
142,ratioNorm,1,1,0,1,2,32,1,1,64,0.2,0,0,0.5953,0.7549,0.4655,0.4305,0.6543,0.5182,1.0249
143,ratioNorm,1,1,0,1,3,32,1,1,64,0.2,0,0,0.6045,0.7521,0.483,0.46,0.6488,0.5338,1.0279
144,ratioNorm,1,1,0,1,4,32,1,1,64,0.2,0,0,0.5961,0.7137,0.5137,0.4719,0.6006,0.5344,1.0323
145,ratioNorm,1,1,0,1,2,16,1,2,64,0.2,0,0,0.5865,0.773,0.4036,0.4923,0.5661,0.5085,1.0499
146,ratioNorm,1,1,0,1,3,16,1,2,64,0.2,0,0,0.5917,0.7616,0.4185,0.4775,0.6501,0.5228,1.0341
147,ratioNorm,1,1,0,1,4,16,1,2,64,0.2,0,0,0.5968,0.708,0.4938,0.5365,0.573,0.5481,1.028
148,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5944,0.7457,0.5087,0.3806,0.6391,0.5073,1.0273
149,ratioNorm,1,1,0,1,3,32,1,2,64,0.2,0,0,0.5902,0.7818,0.416,0.4277,0.6529,0.5046,1.0425
150,ratioNorm,1,1,0,1,4,32,1,2,64,0.2,0,0,0.5913,0.7657,0.4377,0.4087,0.6997,0.5113,1.0072
151,ratioNorm,1,1,0,1,2,16,1,3,64,0.2,0,0,0.5852,0.7359,0.4505,0.4593,0.6226,0.517,1.0059
152,ratioNorm,1,1,0,1,3,16,1,3,64,0.2,0,0,0.5898,0.7866,0.3874,0.4965,0.5882,0.5111,1.0307
153,ratioNorm,1,1,0,1,4,16,1,3,64,0.2,0,0,0.5919,0.7334,0.4672,0.481,0.6074,0.5274,1.0302
154,ratioNorm,1,1,0,1,2,32,1,3,64,0.2,0,0,0.5824,0.7359,0.4601,0.4853,0.511,0.5079,1.0529
155,ratioNorm,1,1,0,1,3,32,1,3,64,0.2,0,0,0.5992,0.779,0.4439,0.4572,0.6102,0.516,1.0355
156,ratioNorm,1,1,0,1,4,32,1,3,64,0.2,0,0,0.5901,0.7191,0.4988,0.4789,0.5496,0.523,1.0637
157,ratioNorm,1,1,0,1,2,16,1,1,128,0.2,0,0,0.5869,0.7603,0.409,0.4628,0.6653,0.5169,1.0127
158,ratioNorm,1,1,0,1,3,16,1,1,128,0.2,0,0,0.6002,0.735,0.5187,0.4347,0.6088,0.5247,1.0257
159,ratioNorm,1,1,0,1,4,16,1,1,128,0.2,0,0,0.5996,0.7245,0.5054,0.4923,0.5785,0.5367,1.0399
160,ratioNorm,1,1,0,1,2,32,1,1,128,0.2,0,0,0.5865,0.728,0.4634,0.4501,0.646,0.5211,1.0201
161,ratioNorm,1,1,0,1,3,32,1,1,128,0.2,0,0,0.6033,0.7907,0.4327,0.4888,0.5785,0.5201,1.0555
162,ratioNorm,1,1,0,1,4,32,1,1,128,0.2,0,0,0.594,0.7508,0.4705,0.4937,0.5179,0.5173,1.065
163,ratioNorm,1,1,0,1,2,16,1,2,128,0.2,0,0,0.5931,0.7315,0.478,0.481,0.5923,0.5274,1.0525
164,ratioNorm,1,1,0,1,3,16,1,2,128,0.2,0,0,0.5836,0.7372,0.4439,0.4986,0.5455,0.5154,1.072
165,ratioNorm,1,1,0,1,4,16,1,2,128,0.2,0,0,0.5917,0.7378,0.5108,0.4136,0.573,0.5071,1.0554
166,ratioNorm,1,1,0,1,2,32,1,2,128,0.2,0,0,0.5915,0.7742,0.421,0.4965,0.5482,0.512,1.0594
167,ratioNorm,1,1,0,1,3,32,1,2,128,0.2,0,0,0.5998,0.7555,0.4855,0.4789,0.5386,0.5205,1.0452
168,ratioNorm,1,1,0,1,4,32,1,2,128,0.2,0,0,0.5966,0.7299,0.579,0.3083,0.6405,0.4981,1.058
169,ratioNorm,1,1,0,1,2,16,1,3,128,0.2,0,0,0.5901,0.7723,0.4032,0.4698,0.6529,0.5167,1.0291
170,ratioNorm,1,1,0,1,3,16,1,3,128,0.2,0,0,0.5981,0.76,0.4676,0.4768,0.5647,0.5199,1.058
171,ratioNorm,1,1,0,1,4,16,1,3,128,0.2,0,0,0.5857,0.678,0.5507,0.4487,0.5689,0.5263,1.0406
172,ratioNorm,1,1,0,1,2,32,1,3,128,0.2,0,0,0.5882,0.7521,0.4564,0.4452,0.5923,0.5087,1.0542
173,ratioNorm,1,1,0,1,3,32,1,3,128,0.2,0,0,0.5894,0.7559,0.4576,0.4565,0.5634,0.5081,1.0504
174,ratioNorm,1,1,0,1,4,32,1,3,128,0.2,0,0,0.5853,0.7622,0.3882,0.5604,0.5179,0.5204,1.0446
175,ratioNorm,1,1,0,1,2,16,1,1,256,0.2,0,0,0.5942,0.7486,0.4722,0.4979,0.5165,0.519,1.0408
176,ratioNorm,1,1,0,1,3,16,1,1,256,0.2,0,0,0.5952,0.7745,0.4393,0.4263,0.6625,0.5123,1.0563
177,ratioNorm,1,1,0,1,4,16,1,1,256,0.2,0,0,0.6076,0.7831,0.4518,0.4635,0.6433,0.5279,1.0278
178,ratioNorm,1,1,0,1,2,32,1,1,256,0.2,0,0,0.5933,0.747,0.4746,0.4326,0.6336,0.5168,1.031
179,ratioNorm,1,1,0,1,3,32,1,1,256,0.2,0,0,0.598,0.7723,0.4098,0.5302,0.5964,0.5315,1.0655
180,ratioNorm,1,1,0,1,4,32,1,1,256,0.2,0,0,0.6077,0.8011,0.4364,0.4831,0.5785,0.52,1.0528
181,ratioNorm,1,1,0,1,2,16,1,2,256,0.2,0,0,0.5907,0.7587,0.4144,0.4986,0.6253,0.5247,1.0431
182,ratioNorm,1,1,0,1,3,16,1,2,256,0.2,0,0,0.5971,0.6938,0.5582,0.4319,0.6295,0.5355,1.0502
183,ratioNorm,1,1,0,1,4,16,1,2,256,0.2,0,0,0.5876,0.7726,0.4655,0.3701,0.6143,0.4878,1.0514
184,ratioNorm,1,1,0,1,2,32,1,2,256,0.2,0,0,0.5961,0.7324,0.5416,0.3371,0.6915,0.5088,1.0225
185,ratioNorm,1,1,0,1,3,32,1,2,256,0.2,0,0,0.5878,0.7327,0.5183,0.3638,0.6267,0.4996,1.0548
186,ratioNorm,1,1,0,1,4,32,1,2,256,0.2,0,0,0.585,0.683,0.5511,0.4417,0.5523,0.5208,1.0582
187,ratioNorm,1,1,0,1,2,16,1,3,256,0.2,0,0,0.5818,0.696,0.547,0.3511,0.6529,0.5047,1.0091
188,ratioNorm,1,1,0,1,3,16,1,3,256,0.2,0,0,0.5896,0.7521,0.451,0.493,0.5317,0.514,1.0532
189,ratioNorm,1,1,0,1,4,16,1,3,256,0.2,0,0,0.6014,0.7802,0.4788,0.448,0.5303,0.5069,1.0465
190,ratioNorm,1,1,0,1,2,32,1,3,256,0.2,0,0,0.5792,0.6973,0.49,0.486,0.5441,0.5199,1.0412
191,ratioNorm,1,1,0,1,3,32,1,3,256,0.2,0,0,0.5892,0.7315,0.4489,0.5471,0.5179,0.5302,1.0562
192,ratioNorm,1,1,0,1,4,32,1,3,256,0.2,0,0,0.5904,0.7524,0.4838,0.4249,0.5634,0.503,1.0626
193,ratioNorm,1,1,0,1,2,16,1,1,32,0.3,0,0,0.5828,0.6843,0.5295,0.4256,0.6267,0.5229,1.0338
194,ratioNorm,1,1,0,1,3,16,1,1,32,0.3,0,0,0.6012,0.7144,0.547,0.4199,0.6446,0.5324,1.0142
195,ratioNorm,1,1,0,1,4,16,1,1,32,0.3,0,0,0.5949,0.7508,0.4547,0.4424,0.6804,0.5245,1.021
196,ratioNorm,1,1,0,1,2,32,1,1,32,0.3,0,0,0.5962,0.7818,0.4634,0.3813,0.6501,0.4998,1.0273
197,ratioNorm,1,1,0,1,3,32,1,1,32,0.3,0,0,0.6027,0.7489,0.4938,0.427,0.6722,0.5282,1.0254
198,ratioNorm,1,1,0,1,4,32,1,1,32,0.3,0,0,0.5935,0.7169,0.5162,0.4024,0.6873,0.525,1.0063
199,ratioNorm,1,1,0,1,2,16,1,2,32,0.3,0,0,0.5789,0.7473,0.409,0.427,0.708,0.5098,1.0229
200,ratioNorm,1,1,0,1,3,16,1,2,32,0.3,0,0,0.5931,0.7055,0.5137,0.4403,0.6667,0.5341,1.0121
201,ratioNorm,1,1,0,1,4,16,1,2,32,0.3,0,0,0.5927,0.7581,0.4564,0.46,0.5854,0.5138,1.0276
