name,inputData,displacement,replaceNan,removeMean,FFT,#RNN,sizeRNN,bidirectional,#FC,numFC,Dropout,Custom_loss,xyDisplacement,Accuracy,N4_Acc,Q4_Acc,T4_Acc,Q4H7_Acc,Custom_Acc,Testing_Metric
195,ratioNorm,1,1,0,1,4,16,1,1,32,0.3,0,0,0.5583,0.6969,0.4845,0.3115,0.6543,0.4705,3.1718
196,ratioNorm,1,1,0,1,2,32,1,1,32,0.3,0,0,0.5713,0.7273,0.4863,0.3638,0.5971,0.4836,3.3278
197,ratioNorm,1,1,0,1,3,32,1,1,32,0.3,0,0,0.5713,0.7354,0.4981,0.3192,0.6051,0.4717,3.2744
198,ratioNorm,1,1,0,1,4,32,1,1,32,0.3,0,0,0.5762,0.744,0.4739,0.3595,0.6197,0.4843,3.2133
199,ratioNorm,1,1,0,1,2,16,1,2,32,0.3,0,0,0.569,0.738,0.5155,0.3235,0.5399,0.4658,3.3028
200,ratioNorm,1,1,0,1,3,16,1,2,32,0.3,0,0,0.5762,0.7547,0.5137,0.3028,0.5758,0.4659,3.3355
201,ratioNorm,1,1,0,1,4,16,1,2,32,0.3,0,0,0.574,0.7415,0.4988,0.3137,0.613,0.4719,3.226
202,ratioNorm,1,1,0,1,2,32,1,2,32,0.3,0,0,0.5648,0.7486,0.5118,0.342,0.4681,0.4588,3.3676
203,ratioNorm,1,1,0,1,3,32,1,2,32,0.3,0,0,0.5677,0.7278,0.5149,0.3464,0.5306,0.4719,3.2915
204,ratioNorm,1,1,0,1,4,32,1,2,32,0.3,0,0,0.5692,0.7136,0.5522,0.2974,0.5585,0.4677,3.2129
205,ratioNorm,1,1,0,1,2,16,1,3,32,0.3,0,0,0.5629,0.7192,0.5292,0.2233,0.6396,0.4479,3.2772
206,ratioNorm,1,1,0,1,3,16,1,3,32,0.3,0,0,0.5549,0.7192,0.4652,0.3845,0.5239,0.4701,3.2166
207,ratioNorm,1,1,0,1,4,16,1,3,32,0.3,0,0,0.5561,0.7385,0.4789,0.2832,0.5758,0.446,3.2908
208,ratioNorm,1,1,0,1,2,32,1,3,32,0.3,0,0,0.5722,0.7501,0.5323,0.3268,0.4907,0.4636,3.4461
209,ratioNorm,1,1,0,1,3,32,1,3,32,0.3,0,0,0.5646,0.7405,0.4851,0.3377,0.5505,0.4648,3.3583
210,ratioNorm,1,1,0,1,4,32,1,3,32,0.3,0,0,0.5698,0.7081,0.5385,0.2996,0.6037,0.4729,3.2799
211,ratioNorm,1,1,0,1,2,16,1,1,64,0.3,0,0,0.5627,0.7253,0.518,0.2331,0.6343,0.448,3.2397
212,ratioNorm,1,1,0,1,3,16,1,1,64,0.3,0,0,0.5663,0.7116,0.5205,0.317,0.5878,0.4717,3.2038
213,ratioNorm,1,1,0,1,4,16,1,1,64,0.3,0,0,0.562,0.7177,0.4503,0.3344,0.6702,0.4747,3.2408
214,ratioNorm,1,1,0,1,2,32,1,1,64,0.3,0,0,0.5681,0.6934,0.5832,0.2974,0.5372,0.4707,3.0918
215,ratioNorm,1,1,0,1,3,32,1,1,64,0.3,0,0,0.5703,0.7228,0.5292,0.2876,0.6037,0.4668,3.3137
216,ratioNorm,1,1,0,1,4,32,1,1,64,0.3,0,0,0.57,0.6716,0.5826,0.2952,0.6117,0.4824,3.0527
217,ratioNorm,1,1,0,1,2,16,1,2,64,0.3,0,0,0.5633,0.7126,0.5224,0.2963,0.5851,0.4635,3.2785
218,ratioNorm,1,1,0,1,3,16,1,2,64,0.3,0,0,0.569,0.7775,0.4342,0.3562,0.5705,0.4646,3.44
219,ratioNorm,1,1,0,1,4,16,1,2,64,0.3,0,0,0.5528,0.7207,0.5627,0.2397,0.4734,0.4314,3.3072
220,ratioNorm,1,1,0,1,2,32,1,2,64,0.3,0,0,0.5568,0.7339,0.5143,0.1732,0.6516,0.4273,3.2275
221,ratioNorm,1,1,0,1,3,32,1,2,64,0.3,0,0,0.5595,0.7217,0.5056,0.3192,0.5426,0.46,3.2425
222,ratioNorm,1,1,0,1,4,32,1,2,64,0.3,0,0,0.5681,0.7516,0.4658,0.2919,0.6423,0.4601,3.3525
223,ratioNorm,1,1,0,1,2,16,1,3,64,0.3,0,0,0.5557,0.6782,0.5422,0.3475,0.5173,0.4729,3.2393
224,ratioNorm,1,1,0,1,3,16,1,3,64,0.3,0,0,0.5566,0.6999,0.5068,0.378,0.5053,0.4743,3.2251
225,ratioNorm,1,1,0,1,4,16,1,3,64,0.3,0,0,0.5502,0.7045,0.4783,0.366,0.5239,0.4651,3.2936
226,ratioNorm,1,1,0,1,2,32,1,3,64,0.3,0,0,0.561,0.738,0.4752,0.3344,0.5572,0.4615,3.2834
227,ratioNorm,1,1,0,1,3,32,1,3,64,0.3,0,0,0.5707,0.7258,0.4696,0.3758,0.6184,0.4874,3.3157
228,ratioNorm,1,1,0,1,4,32,1,3,64,0.3,0,0,0.5692,0.7592,0.4727,0.3344,0.5638,0.4643,3.4442
229,ratioNorm,1,1,0,1,2,16,1,1,128,0.3,0,0,0.5625,0.7197,0.4826,0.317,0.621,0.4678,3.2552
230,ratioNorm,1,1,0,1,3,16,1,1,128,0.3,0,0,0.5751,0.7466,0.5106,0.3333,0.5585,0.4729,3.2968
231,ratioNorm,1,1,0,1,4,16,1,1,128,0.3,0,0,0.57,0.7288,0.5758,0.2418,0.5412,0.4506,3.2629
232,ratioNorm,1,1,0,1,2,32,1,1,128,0.3,0,0,0.5675,0.7035,0.5379,0.3388,0.5532,0.4779,3.1481
233,ratioNorm,1,1,0,1,3,32,1,1,128,0.3,0,0,0.5757,0.7395,0.4963,0.341,0.6024,0.4797,3.2379
234,ratioNorm,1,1,0,1,4,32,1,1,128,0.3,0,0,0.5726,0.7471,0.5267,0.2919,0.5559,0.4607,3.4218
235,ratioNorm,1,1,0,1,2,16,1,2,128,0.3,0,0,0.5549,0.7329,0.4932,0.2146,0.6356,0.4342,3.2713
236,ratioNorm,1,1,0,1,3,16,1,2,128,0.3,0,0,0.5547,0.7045,0.5118,0.3508,0.5027,0.4648,3.2433
237,ratioNorm,1,1,0,1,4,16,1,2,128,0.3,0,0,0.5585,0.7177,0.4863,0.3214,0.5851,0.4632,3.2312
238,ratioNorm,1,1,0,1,2,32,1,2,128,0.3,0,0,0.5669,0.7309,0.5019,0.3519,0.5386,0.4721,3.282
239,ratioNorm,1,1,0,1,3,32,1,2,128,0.3,0,0,0.5563,0.7511,0.5211,0.183,0.5758,0.4198,3.4166
240,ratioNorm,1,1,0,1,4,32,1,2,128,0.3,0,0,0.5669,0.7212,0.4739,0.3344,0.6449,0.4771,3.222
241,ratioNorm,1,1,0,1,2,16,1,3,128,0.3,0,0,0.5568,0.7076,0.5112,0.3301,0.5359,0.4633,3.1685
242,ratioNorm,1,1,0,1,3,16,1,3,128,0.3,0,0,0.5591,0.6929,0.5509,0.3094,0.5306,0.4644,3.1718
243,ratioNorm,1,1,0,1,4,16,1,3,128,0.3,0,0,0.5616,0.7253,0.4863,0.2745,0.6436,0.457,3.312
244,ratioNorm,1,1,0,1,2,32,1,3,128,0.3,0,0,0.558,0.67,0.5273,0.3747,0.5532,0.4857,3.2043
245,ratioNorm,1,1,0,1,3,32,1,3,128,0.3,0,0,0.5614,0.7253,0.4807,0.2767,0.6516,0.4577,3.2205
246,ratioNorm,1,1,0,1,4,32,1,3,128,0.3,0,0,0.5713,0.7172,0.5863,0.256,0.5412,0.4583,3.2709
247,ratioNorm,1,1,0,1,2,16,1,1,256,0.3,0,0,0.5622,0.7076,0.5261,0.3366,0.5332,0.4699,3.2376
248,ratioNorm,1,1,0,1,3,16,1,1,256,0.3,0,0,0.5732,0.7461,0.4894,0.3148,0.6144,0.4702,3.3019
249,ratioNorm,1,1,0,1,4,16,1,1,256,0.3,0,0,0.5713,0.7542,0.5025,0.3148,0.5519,0.4625,3.3927
250,ratioNorm,1,1,0,1,2,32,1,1,256,0.3,0,0,0.5749,0.7207,0.5553,0.2625,0.6157,0.4668,3.243
251,ratioNorm,1,1,0,1,3,32,1,1,256,0.3,0,0,0.5675,0.7258,0.5882,0.219,0.5332,0.4433,3.393
252,ratioNorm,1,1,0,1,4,32,1,1,256,0.3,0,0,0.5705,0.6979,0.5503,0.3192,0.5864,0.4798,3.2235
253,ratioNorm,1,1,0,1,2,16,1,2,256,0.3,0,0,0.5543,0.739,0.4404,0.3159,0.6051,0.4534,3.3486
254,ratioNorm,1,1,0,1,3,16,1,2,256,0.3,0,0,0.5551,0.7263,0.4516,0.3529,0.5745,0.4642,3.285
255,ratioNorm,1,1,0,1,4,16,1,2,256,0.3,0,0,0.5488,0.7248,0.5373,0.256,0.4694,0.4299,3.3527
256,ratioNorm,1,1,0,1,2,32,1,2,256,0.3,0,0,0.5622,0.7126,0.5199,0.2658,0.6197,0.4575,3.1473
257,ratioNorm,1,1,0,1,3,32,1,2,256,0.3,0,0,0.558,0.7486,0.4292,0.3442,0.5944,0.4602,3.3202
258,ratioNorm,1,1,0,1,4,32,1,2,256,0.3,0,0,0.5452,0.668,0.5429,0.3126,0.512,0.4571,3.2194
259,ratioNorm,1,1,0,1,2,16,1,3,256,0.3,0,0,0.5519,0.6979,0.5267,0.2571,0.5824,0.4471,3.1657
260,ratioNorm,1,1,0,1,3,16,1,3,256,0.3,0,0,0.5494,0.6579,0.5969,0.2484,0.5306,0.4503,3.1822
261,ratioNorm,1,1,0,1,4,16,1,3,256,0.3,0,0,0.5589,0.6858,0.582,0.2756,0.5226,0.4579,3.3007
262,ratioNorm,1,1,0,1,2,32,1,3,256,0.3,0,0,0.5563,0.6959,0.5652,0.3115,0.4694,0.4577,3.2678
263,ratioNorm,1,1,0,1,3,32,1,3,256,0.3,0,0,0.5623,0.6999,0.6106,0.281,0.4415,0.4539,3.1942
264,ratioNorm,1,1,0,1,4,32,1,3,256,0.3,0,0,0.5469,0.6483,0.5168,0.3235,0.6184,0.4729,3.1538
265,ratioNorm,1,1,0,1,2,16,1,1,32,0.1,0,0,0.5671,0.7547,0.5056,0.2789,0.5585,0.4504,3.3447
266,ratioNorm,1,1,0,1,3,16,1,1,32,0.1,0,0,0.5698,0.7055,0.5186,0.3911,0.5412,0.4908,3.1302
267,ratioNorm,1,1,0,1,4,16,1,1,32,0.1,0,0,0.5751,0.7339,0.5298,0.2789,0.617,0.4673,3.2924
268,ratioNorm,1,1,0,1,2,32,1,1,32,0.1,0,0,0.5709,0.6974,0.5224,0.3736,0.5838,0.4927,3.1974
269,ratioNorm,1,1,0,1,3,32,1,1,32,0.1,0,0,0.5711,0.7187,0.5224,0.3638,0.5412,0.4824,3.2081
270,ratioNorm,1,1,0,1,4,32,1,1,32,0.1,0,0,0.5702,0.6868,0.605,0.2625,0.5652,0.4682,3.23
271,ratioNorm,1,1,0,1,2,16,1,2,32,0.1,0,0,0.5741,0.7253,0.5273,0.3301,0.5758,0.4779,3.2421
272,ratioNorm,1,1,0,1,3,16,1,2,32,0.1,0,0,0.5713,0.7045,0.5615,0.3649,0.4947,0.4838,3.211
273,ratioNorm,1,1,0,1,4,16,1,2,32,0.1,0,0,0.57,0.7192,0.5354,0.3235,0.5532,0.4726,3.245
274,ratioNorm,1,1,0,1,2,32,1,2,32,0.1,0,0,0.5705,0.7116,0.5484,0.3682,0.4947,0.4819,3.2685
275,ratioNorm,1,1,0,1,3,32,1,2,32,0.1,0,0,0.5759,0.7704,0.4857,0.3431,0.5426,0.4685,3.3591
276,ratioNorm,1,1,0,1,4,32,1,2,32,0.1,0,0,0.5814,0.7603,0.513,0.3246,0.5718,0.4741,3.3318
277,ratioNorm,1,1,0,1,2,16,1,3,32,0.1,0,0,0.5635,0.6883,0.5155,0.3725,0.5718,0.4869,3.1337
278,ratioNorm,1,1,0,1,3,16,1,3,32,0.1,0,0,0.5686,0.6969,0.5416,0.3322,0.5785,0.4808,3.1888
279,ratioNorm,1,1,0,1,4,16,1,3,32,0.1,0,0,0.5688,0.7425,0.4882,0.3214,0.5878,0.4668,3.2066
280,ratioNorm,1,1,0,1,2,32,1,3,32,0.1,0,0,0.5622,0.7567,0.4335,0.3475,0.5891,0.4626,3.337
281,ratioNorm,1,1,0,1,3,32,1,3,32,0.1,0,0,0.5717,0.6802,0.5665,0.3431,0.5771,0.4906,3.1654
282,ratioNorm,1,1,0,1,4,32,1,3,32,0.1,0,0,0.5713,0.7557,0.5081,0.232,0.637,0.4482,3.2739
283,ratioNorm,1,1,0,1,2,16,1,1,64,0.1,0,0,0.5696,0.7096,0.5298,0.3932,0.5027,0.4877,3.223
284,ratioNorm,1,1,0,1,3,16,1,1,64,0.1,0,0,0.5772,0.7471,0.5037,0.3388,0.5798,0.4773,3.3359
285,ratioNorm,1,1,0,1,4,16,1,1,64,0.1,0,0,0.582,0.6873,0.6255,0.3017,0.5545,0.488,3.1499
286,ratioNorm,1,1,0,1,2,32,1,1,64,0.1,0,0,0.5766,0.7456,0.5422,0.3344,0.5027,0.4715,3.3479
287,ratioNorm,1,1,0,1,3,32,1,1,64,0.1,0,0,0.57,0.6969,0.5199,0.3747,0.5824,0.492,3.1303
288,ratioNorm,1,1,0,1,4,32,1,1,64,0.1,0,0,0.578,0.738,0.5478,0.2887,0.5758,0.4688,3.273
289,ratioNorm,1,1,0,1,2,16,1,2,64,0.1,0,0,0.5585,0.6543,0.5571,0.3562,0.5572,0.4865,3.078
290,ratioNorm,1,1,0,1,3,16,1,2,64,0.1,0,0,0.5694,0.6817,0.5441,0.3431,0.6051,0.4897,3.1285
291,ratioNorm,1,1,0,1,4,16,1,2,64,0.1,0,0,0.5684,0.703,0.5441,0.3551,0.5279,0.4812,3.2204
292,ratioNorm,1,1,0,1,2,32,1,2,64,0.1,0,0,0.5711,0.6776,0.5832,0.3704,0.5106,0.493,3.1553
293,ratioNorm,1,1,0,1,3,32,1,2,64,0.1,0,0,0.5709,0.7638,0.4665,0.2963,0.6237,0.4596,3.362
294,ratioNorm,1,1,0,1,4,32,1,2,64,0.1,0,0,0.5711,0.7278,0.5056,0.3671,0.5492,0.4811,3.2743
295,ratioNorm,1,1,0,1,2,16,1,3,64,0.1,0,0,0.5458,0.7273,0.4447,0.39,0.4761,0.4574,3.2472
296,ratioNorm,1,1,0,1,3,16,1,3,64,0.1,0,0,0.5599,0.705,0.5149,0.3083,0.5824,0.4648,3.28
297,ratioNorm,1,1,0,1,4,16,1,3,64,0.1,0,0,0.5757,0.7126,0.587,0.2004,0.6503,0.4576,3.1831
298,ratioNorm,1,1,0,1,2,32,1,3,64,0.1,0,0,0.5663,0.6944,0.564,0.281,0.5838,0.4678,3.2399
299,ratioNorm,1,1,0,1,3,32,1,3,64,0.1,0,0,0.574,0.7375,0.5267,0.2908,0.5918,0.4664,3.2956
300,ratioNorm,1,1,0,1,4,32,1,3,64,0.1,0,0,0.569,0.7035,0.5217,0.3235,0.617,0.4797,3.1978
301,ratioNorm,1,1,0,1,2,16,1,1,128,0.1,0,0,0.5534,0.6619,0.5317,0.3475,0.5665,0.478,3.0988
302,ratioNorm,1,1,0,1,3,16,1,1,128,0.1,0,0,0.5662,0.6543,0.5907,0.3301,0.5705,0.4888,3.1166
303,ratioNorm,1,1,0,1,4,16,1,1,128,0.1,0,0,0.5646,0.6984,0.5329,0.3061,0.5971,0.4716,3.2303
304,ratioNorm,1,1,0,1,2,32,1,1,128,0.1,0,0,0.5721,0.707,0.5615,0.3105,0.5598,0.4753,3.1666
305,ratioNorm,1,1,0,1,3,32,1,1,128,0.1,0,0,0.5738,0.6974,0.5913,0.2832,0.5665,0.4737,3.2433
306,ratioNorm,1,1,0,1,4,32,1,1,128,0.1,0,0,0.5732,0.6934,0.6149,0.2614,0.5492,0.4682,3.2846
307,ratioNorm,1,1,0,1,2,16,1,2,128,0.1,0,0,0.5536,0.6954,0.4957,0.3268,0.5824,0.4654,3.1891
308,ratioNorm,1,1,0,1,3,16,1,2,128,0.1,0,0,0.5639,0.7182,0.4888,0.4292,0.484,0.487,3.2032
309,ratioNorm,1,1,0,1,4,16,1,2,128,0.1,0,0,0.5688,0.7177,0.5814,0.2244,0.5718,0.4503,3.2867
310,ratioNorm,1,1,0,1,2,32,1,2,128,0.1,0,0,0.5702,0.7293,0.5161,0.366,0.5173,0.4776,3.2426
311,ratioNorm,1,1,0,1,3,32,1,2,128,0.1,0,0,0.5713,0.7212,0.5186,0.268,0.6609,0.4671,3.2482
312,ratioNorm,1,1,0,1,4,32,1,2,128,0.1,0,0,0.5738,0.7339,0.5267,0.3061,0.5811,0.4701,3.3148
313,ratioNorm,1,1,0,1,2,16,1,3,128,0.1,0,0,0.5523,0.7714,0.428,0.3399,0.5027,0.442,3.4526
314,ratioNorm,1,1,0,1,3,16,1,3,128,0.1,0,0,0.5648,0.7633,0.5149,0.2364,0.5519,0.4357,3.3933
315,ratioNorm,1,1,0,1,4,16,1,3,128,0.1,0,0,0.5671,0.669,0.5981,0.2418,0.6303,0.4691,3.1057
316,ratioNorm,1,1,0,1,2,32,1,3,128,0.1,0,0,0.5502,0.7608,0.4081,0.2908,0.6184,0.4385,3.4483
317,ratioNorm,1,1,0,1,3,32,1,3,128,0.1,0,0,0.5663,0.7537,0.4882,0.2429,0.637,0.4464,3.3734
318,ratioNorm,1,1,0,1,4,32,1,3,128,0.1,0,0,0.5741,0.7425,0.5261,0.2495,0.6316,0.4582,3.3949
319,ratioNorm,1,1,0,1,2,16,1,1,256,0.1,0,0,0.5538,0.6923,0.5292,0.3257,0.5213,0.4625,3.2585
320,ratioNorm,1,1,0,1,3,16,1,1,256,0.1,0,0,0.5738,0.7157,0.5497,0.3192,0.5638,0.4769,3.2836
321,ratioNorm,1,1,0,1,4,16,1,1,256,0.1,0,0,0.5608,0.7005,0.5075,0.3486,0.5678,0.4753,3.2397
322,ratioNorm,1,1,0,1,2,32,1,1,256,0.1,0,0,0.5694,0.7516,0.459,0.3856,0.5519,0.4775,3.2771
323,ratioNorm,1,1,0,1,3,32,1,1,256,0.1,0,0,0.5789,0.7501,0.5385,0.2527,0.6144,0.4605,3.3893
324,ratioNorm,1,1,0,1,4,32,1,1,256,0.1,0,0,0.5654,0.7288,0.5062,0.2516,0.6463,0.4547,3.3431
325,ratioNorm,1,1,0,1,2,16,1,2,256,0.1,0,0,0.5521,0.702,0.4963,0.3573,0.516,0.4652,3.3167
326,ratioNorm,1,1,0,1,3,16,1,2,256,0.1,0,0,0.5633,0.7304,0.5143,0.3464,0.4947,0.4648,3.2056
327,ratioNorm,1,1,0,1,4,16,1,2,256,0.1,0,0,0.5703,0.7385,0.5317,0.2854,0.5598,0.4595,3.3496
328,ratioNorm,1,1,0,1,2,32,1,2,256,0.1,0,0,0.573,0.7395,0.4919,0.378,0.5479,0.4823,3.3407
329,ratioNorm,1,1,0,1,3,32,1,2,256,0.1,0,0,0.5606,0.6944,0.5739,0.195,0.6277,0.4451,3.1997
330,ratioNorm,1,1,0,1,4,32,1,2,256,0.1,0,0,0.5751,0.7167,0.5447,0.354,0.5386,0.4844,3.2524
331,ratioNorm,1,1,0,1,2,16,1,3,256,0.1,0,0,0.5612,0.707,0.5516,0.2985,0.5199,0.4595,3.1888
332,ratioNorm,1,1,0,1,3,16,1,3,256,0.1,0,0,0.5583,0.7395,0.5043,0.2505,0.5745,0.4404,3.2986
333,ratioNorm,1,1,0,1,4,16,1,3,256,0.1,0,0,0.5629,0.7268,0.4994,0.3355,0.5465,0.466,3.2775
334,ratioNorm,1,1,0,1,2,32,1,3,256,0.1,0,0,0.5669,0.7065,0.6037,0.22,0.5452,0.4488,3.2155
335,ratioNorm,1,1,0,1,3,32,1,3,256,0.1,0,0,0.5665,0.7258,0.5161,0.3061,0.5745,0.4648,3.291
336,ratioNorm,1,1,0,1,4,32,1,3,256,0.1,0,0,0.5637,0.7435,0.4863,0.2669,0.6197,0.4509,3.4094
337,ratioNorm_oldModel,1,1,0,1,4,16,1,1,64,0.1,0,0,0.5866,0.7594,0.5745,0.321,0.4798,0.4726,3.2242
338,230214_P,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5583,0.762,0.4963,0.3255,0.5104,0.4574,3.315
339,240514_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5967,0.7783,0.5235,0.291,0.6283,0.4769,3.339
340,240514_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.577,0.7282,0.5,0.4121,0.5285,0.4934,3.2696
341,240521_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5808,0.7631,0.4904,0.385,0.517,0.4808,3.4316
342,240521_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5954,0.7738,0.5207,0.3337,0.5984,0.4868,3.309
343,240521_3,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5904,0.733,0.5971,0.281,0.5376,0.4723,3.3256
344,240702_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5788,0.7757,0.469,0.3736,0.519,0.4715,3.421
345,240702_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5821,0.7534,0.5171,0.3325,0.5581,0.4751,3.363
346,240702_3,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5808,0.7173,0.5214,0.281,0.7082,0.4822,3.2142
347,240704_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5785,0.7347,0.525,0.2714,0.6398,0.4675,3.3884
348,240704_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5703,0.7354,0.6029,0.2859,0.4544,0.4596,3.3208
349,240704_3,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5851,0.6826,0.5885,0.3787,0.5721,0.5107,3.1181
350,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,1,0,0.5757,0.7385,0.4977,0.3614,0.5688,0.4815,3.2222
351,ratioNorm_oldModel,1,1,0,1,4,16,1,1,64,0.1,0,1,0.5866,0.7594,0.5745,0.321,0.4798,0.4726,
