,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3
836,toasty-sweep-837,run_e1b7a7fd0a601525004c8fea52c132ef,0.5480536222457886,0.9313337587747289,2.410533478497551,1.3245104232469995,0.702003828972559,2.2354654327708228,0.42123815540113835
837,denim-sweep-838,run_635faa67a9fb1f806da3390dd71a6e1a,0.530312716960907,0.939731971920868,2.9107512248230822,1.15291219204043,0.8028079132099551,2.8421611322808937,0.5267845862286794
838,unique-sweep-839,run_173b728d3444d97df89f97a686e5eb8e,0.5760051012039185,0.8698659859604341,2.191045182362548,1.3667340492735314,0.5441480536056151,1.9035111594991843,0.3346178142766905
839,sage-sweep-840,run_b4599ffa002c09598ea99681f3df4307,0.5698787569999695,0.9161455009572431,2.4202231899836697,1.4153506001263423,0.5427440970006381,2.201714752313555,0.32210991787744836
840,eager-sweep-841,run_0859f90d1c6c97275c87db97d47b4c9a,0.5595405101776123,0.8631014677728143,2.055171475231356,1.3937965887555277,0.4841863433312071,1.7370440936309206,0.28509159823120717
841,noble-sweep-842,run_528b4ce6d0fd62691b2a35c63bf8767f,0.618889570236206,0.7641608168474794,2.3592542188350576,1.19895135818067,0.6120229738353545,2.1336690255851942,0.3541503474415688
842,skilled-sweep-843,run_73fe01a76f29e149d143d98a7ae75dad,0.43178045749664307,1.5589278876834718,4.04047359825803,1.9017687934301963,1.5589278876834727,4.04047359825803,1.9017687934301963
843,young-sweep-844,run_f488577979901624ddc3ae88f9365622,0.5868538618087769,0.8563880025526485,2.5766739248775186,1.2820846493998737,0.6661646458200383,2.3871257485029935,0.4507770056854089
844,valiant-sweep-845,run_b655009d0f909ee95cc720a00558d024,0.5409061908721924,0.9898404594767072,2.2433587370713126,1.503562855337966,0.5439438417358017,2.0271366358192715,0.3243335439039806
845,devoted-sweep-846,run_b07aa951318fa37ebf257633e3741187,0.5733247995376587,0.8792342054881939,2.564425694066413,1.3501326595072651,0.6076324186343329,2.403946652150246,0.40256475047378404
846,jumping-sweep-847,run_7d793d6c4e35d6ecba36c96346ad0c62,0.5310785174369812,1.0148564135290365,2.2338867719107243,1.4713202779532535,0.5761582641991062,2.01516058791508,0.3493240682248893
