,name,model_unique_name,acc_OTI,distance_P14,distance_OT3,synthetic_EC50_P14,synthetic_EC50_OT3
362,honest-sweep-363,run_d18d73022baa7689ad59aaaacdd6fe30,0.5853222608566284,2.7304510282677255,1.482773472640526,2.415432770821994,0.40933670246367754
363,dauntless-sweep-364,run_db19e3d9415fad76c268df4f37eaf166,0.4805360436439514,2.4570755424819892,1.568258874397809,2.0036200326619498,0.3434870499052432
364,charmed-sweep-365,run_f542a5748a04ea349fcc0030b64c937a,0.6076579689979553,2.4828106542825905,1.4476080372604514,2.147985846488842,0.30252684775742367
365,rural-sweep-366,run_d7c47e28ff964e7dbdd008228d8cc1c1,0.5594128966331482,2.294620103273465,1.5062066426803005,1.8816820903647258,0.31518635502210995
366,earthy-sweep-367,run_f324fdfa64fa8fdf574bfa2c3d9ca02a,0.5670708417892456,2.405258621411928,1.3500860123509228,1.9888677191072401,0.33676563487049915
367,swift-sweep-368,run_1afe8f3c9ac2e8b5b066cb58d4c4f9bc,0.5246968865394592,2.549976639781083,1.658306656101308,2.2029667936853574,0.30611497157296425
368,breezy-sweep-369,run_25306cfceac5c0d6d00944d27eb2f24d,0.5919591784477234,2.8648027451443743,1.2494026187497884,2.713581927054983,0.4503727100442194
369,vivid-sweep-370,run_0b94b6e0a985e40f01f67163f6dcbade,0.6179961562156677,2.6163761211275935,1.4521930138054369,2.2607240065323895,0.4797599494630459
370,sleek-sweep-371,run_ed7f900d6be549445d78eb76f362ec25,0.5777919888496399,2.345105456196818,1.5248900762975273,1.8158682634730552,0.3224384080859137
371,autumn-sweep-372,run_fbc273ef03b9c6ea515d5d476b8a24fc,0.5922144055366516,2.7086225724296766,1.380228210965434,2.4694338595536216,0.3388629185091606
372,autumn-sweep-373,run_ef97e519e9b910fdfda208d290b37f5f,0.43178045749664307,4.2422667482804455,1.6250316896092647,4.04047359825803,1.9017687934301963
373,autumn-sweep-374,run_3f54e394b8a5d7ae9982b99f589c6ec0,0.6185067296028137,2.658086732694626,1.4668191995955613,2.2654055525313015,0.46341124447252124
374,playful-sweep-375,run_41315ca9d9c7a0b1aec54522e03f9c98,0.7059348821640015,2.5991991110714294,1.473395144306281,2.1873979314099077,0.6869361970941253
375,winter-sweep-376,run_e0961c0cb5e48c862ea42c66b3e99593,0.5370771884918213,2.3117188936459008,1.5710812348160763,1.8994828524768652,0.4350852811118127
376,comfy-sweep-377,run_08dd94c8c685c14ad96dd2d4ab5e2a04,0.6910018920898438,2.843888373948407,1.5349929003221452,2.5259390310288525,0.7206443461781433
377,morning-sweep-378,run_229435fa669681d2bef310efb89df698,0.7021059393882751,2.8887992571874954,1.4572685202652966,2.648475775721286,0.7043209096651941
378,visionary-sweep-379,run_c95d56875c1a5c963a9bee98a1a0e9dd,0.5627313256263733,2.6734695184381914,1.367658121459827,2.4098258029395767,0.35455464308275636
379,blooming-sweep-380,run_62737e6ffefcabf529943a69422700f5,0.5636247396469116,2.5576918280572785,1.4067975779424688,2.246679368535657,0.35415034744156704
380,volcanic-sweep-381,run_b8dbdcf5596bf6a79aab07902b4b720e,0.6144224405288696,2.6010402044764875,1.3634652835203322,2.2442297223734355,0.45509791535060046
