,name,model_unique_name,acc_OTI,distance_P14,distance_OT3,synthetic_EC50_P14,synthetic_EC50_OT3,composite_score_distance,composite_score_syntheticEC50
42,misty-sweep-43,run_0fc0d36497ddaaec16b6da0a51641f6a,0.8589661121368407,0.6685859378326349,0.5330282522319411,0.5514607149337687,0.3669456727732157,0.8666122728595412,0.6772360034788829
43,fiery-sweep-44,run_1f40783386bd8cbed6803eac9e88eb02,,0.7135341268401709,0.5194471341942781,0.5787878787878796,0.5530480101073904,,
44,solar-sweep-45,run_2906f92f4bfabc012f13ee6647c784ed,,,,,0.713439671509792,,
45,zesty-sweep-46,run_6bf82a0714bc3628199afd8f3f6cece2,,,,,,,
46,azure-sweep-47,run_4cb1701b21c3e47418644d2e15b9955a,0.49989382425944,0.7869372485206898,0.07132846516110532,0.7338958446742886,0.18975047378395588,0.9351278896842938,0.9081379521555473
47,sweet-sweep-48,run_99827edb0edc2793a71376e1fa795d85,0.4003401597340901,0.49177724489479013,0.7281320501754021,0.37838867719107255,0.18678142766898276,1.0637730327079555,0.7332511280429166
48,summer-sweep-49,run_0d1f9a0c6c3863c7c029706822815f87,0.6411401430765786,0.3728992074426438,,0.3019234258755219,0.09455148452305759,,0.47841209770345927
49,stoic-sweep-50,run_5b0ea95e041ac389391091c6b88fa8a8,0.5960432688395182,0.392368162037283,0.3899186724846592,0.3089638904010165,0.13235944409349323,0.6849601348856561,0.5255080862007089
50,pious-sweep-51,run_ce6ed88217cdf5b2291d0d33c94d91a2,0.46926180521647126,0.8787392141726187,0.16179511569410848,0.8021956087824353,0.3033006948831333,1.0392513157986667,1.0085594368546122
51,absurd-sweep-52,run_3b04a50e69b760109ce5a4a99cfec242,,,,,,,
52,light-sweep-53,run_7f7bdec4add490ca0bcad4bf87f2386c,0.5534990628560383,0.4081589005911832,0.6770874755095101,0.336291054255127,0.14875236891977325,0.9079670833758682,0.578430659026391
53,mild-sweep-54,run_82f12195f19b9d127837ed07c45ad32f,0.918527841567993,0.6309834810250665,0.4183001092872558,0.4733986572309927,0.42834807327858554,0.7614150296361444,0.6436039722913102
54,quiet-sweep-55,run_8fbf654b13b7293e92d37f28fb96377a,0.6207191944122313,0.6755040183859724,0.42845643175540327,0.5369080021774643,0.31388186986733996,0.8852878188789652,0.7284545013389103
55,splendid-sweep-56,run_a9f9d1b372171f603b4096da73325a8a,0.460753043492635,0.5728642336547978,0.7192475594636034,0.49397568499364947,0.15971257106759332,1.0659633024160375,0.7485368146086219
56,deft-sweep-57,run_97eed736a0a68865a02d58fb727428a7,0.6836843490600585,0.9838608926295547,0.33009158805854677,0.8028851388132834,0.4235786481364494,1.084895526574977,0.9613006856930282
57,glad-sweep-58,run_5e197610517e3abd3a99fddc5e602e00,,,0.8909123831644156,,,,
58,sleek-sweep-59,run_a4510b8ff412c3f5422689bd34d862d0,0.689640442530314,0.16322943462551676,0.5373545703001599,0.13632734530938265,0.09714150347441712,0.6416516480641304,0.3526253985310094
59,magic-sweep-60,run_66aa2d4c7bb7b481255dbb9ca1a0b184,,0.84800941778995,0.7099638701157358,0.667700961712938,0.7927511054958947,,
60,prime-sweep-61,run_2486cc184b07e44e91619df430ea336f,0.34162958463033033,0.5898694978891101,0.23928913081819506,0.5086009798584653,0.2295483259633621,0.9157821337532795,0.8630289650409216
61,golden-sweep-62,run_ca24218f06904cae5f09622064b712db,0.5092533429463704,0.5140207386750903,0.4887528684821836,0.4480312103066601,0.1491945672773215,0.862513169549869,0.6810457148556407
62,trim-sweep-63,run_75c5872a96eed77ec5d0218ff8f96d31,,0.7313521723921643,0.5432534314751695,0.5467428778806026,0.48817119393556585,,
63,misty-sweep-64,run_58d79ff33a4ee9bd6bcb63e4e96602d2,0.27611136436462397,0.3728019075811786,0.7955455192365845,0.2988023952095813,0.19783638660770644,1.1383710696761484,0.8077356399534583
64,lively-sweep-65,run_33f7c24c9fd83102d9d6bfb7b7445dc3,,,,,,,
65,radiant-sweep-66,run_36d781e09dd22102be00524466fca135,0.5611570676167805,0.798402486445835,0.1371667239938438,0.7414443839593545,0.16103916614024236,0.921327498686975,0.8765024283130733
66,absurd-sweep-67,run_e9ebd2152c4ea2c3cdb511eea675443f,0.19102334976196286,0.6224381145631321,0.5631672678579787,0.562819814915624,0.3207359444093487,1.1657743343708862,1.0363787486861016
67,solar-sweep-68,run_4b4f00713c470e00fb2bb2050cb4e569,0.634333292643229,0.4284821705019288,0.3923824610232558,0.36982398838686265,0.14969993682880697,0.6864933408459643,0.5411949688809546
68,dashing-sweep-69,run_ed575dd8df97499029160784394d382a,0.5509467919667561,0.2743228078545088,0.7024726759272747,0.2151878062057707,0.1285060012634232,0.8777070393807694,0.5142648811121706
69,ethereal-sweep-70,run_5303e0096d5d6ebade7cb0dfb26495e0,,,,,,,
70,elated-sweep-71,run_166ec90b35da4a2c4d286585c74ab95a,,0.7577152984907078,0.7410732420288408,0.5991108691707501,0.8441408717624754,,
71,vague-sweep-72,run_8403a4ea33180d4737add1cf5f7c3043,,0.9185495146739329,0.7317844124940786,0.7308836871711136,0.5524794693619698,,
72,usual-sweep-73,run_1bec2484add6daac6591dbd2579f72a4,0.1680493354797363,0.2957545506395678,0.5773740844374334,0.22161132280892795,0.10159507264687284,1.054975590144002,0.8669342797346028
73,clean-sweep-74,run_e535acbeba13563954ca9dfcee478bac,0.3858753045399983,0.05022992242782243,0.7878619048482423,0.03645436399927441,,1.0001992640429433,
74,sparkling-sweep-75,run_2a79304d340c52c0040357564455830e,0.4394809405008951,0.33940920973641786,0.7062328936907413,0.2926329159862096,0.12803221730890857,0.9634028896813932,0.645141758258903
75,legendary-sweep-76,run_8862d73a32e1b87d50b4db46c04927b4,0.5586043993631998,0.6904817132798491,0.40102879602088354,0.5795499909272367,0.3231364497789008,0.9123700827369103,0.7969475725673514
76,avid-sweep-77,run_661b1b7774b1255791cdfac77a7cf520,0.6139119466145833,0.7028253700553302,0.5349953388839627,0.5769370350208686,0.2945198989260892,0.9639748432339499,0.7540970084870017
77,fearless-sweep-78,run_3f1e5a466b4a26863953da7dee936f96,0.7500533262888589,0.7776416224050129,0.39311078659331955,0.6772818000362921,0.43251737207833185,0.9064965102701624,0.8415790239242004
78,northern-sweep-79,run_0e556845137cd6f6376511fa213cbcd4,,0.816209986124333,0.537421443707496,0.6960805661404473,0.5757264687302581,,
79,driven-sweep-80,run_05ffe4019714a13faf19c345288d4ffa,0.43863018353780103,0.2349146552198338,0.48250617774300353,0.17098530212302698,0.09085596967782675,0.7766164932783872,0.5938239230639027
80,stellar-sweep-81,run_df53c7efc9fbc6982bb1cd12669edd70,,0.49231422923625523,0.6407900669503843,0.38615496280166955,0.6308117498420729,,
81,treasured-sweep-82,run_a071eaf7884ff4cf13224324331cae9b,0.6522015730539956,0.5578997988519041,0.38723871816754846,0.46995100707675636,0.23782375236891862,0.76300049553926,0.6311717928024076
82,distinctive-sweep-83,run_6148cc7a5e9d9635da8c7213ea9552c0,0.9457560380299884,0.6528316091138251,0.3539833969170702,0.5759934676102345,0.1952779532533161,0.7446044336164661,0.6106098272765275
83,deft-sweep-84,run_2d249feb9fa330b879c3202ec693ea26,0.6113592783610026,0.7684877987329828,0.23462274361628396,0.6691526038831433,0.25168982943777646,0.892559767824866,0.8137288172616776
