,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,SD_OTI,SD_P14,SD_OT3,SD_conc,SD_SL,spearman_corr_OTI,spearman_corr_P14,spearman_corr_OT3,spearman_corr_conc,spearman_corr_SL,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50,composite_score_distance_withSD,composite_score_syntheticEC50_withSD,composite_score_spearman,composite_score_spearman_SD
38,prime-sweep-44,run_5e3f5ae71e31cfc0150dc8a7b8cd584b,0.2504786849021912,0.30043590459814,0.5205420555661378,0.3823015853387084,0.18682645430134853,0.36819585323444365,0.19314340774377714,0.5089825573484993,-0.02077016298568001,0.18682645430134806,0.2925839912558686,0.4461117903022056,0.3768924130489724,0.05381710989794505,0.5663091279698375,0.36149548303438755,0.7620939572720913,0.6859244928187255,0.5241401462370966,,0.7103109862167234,0.989394125488654,0.7123063010652176,0.5447926388180635,0.9226809677865347,0.8004741851481738,0.617806854770065,0.8518481153228925
39,gallant-sweep-45,run_28b8979f398b7b4197ce107771e7dc84,0.47766447067260753,0.2598796073014661,0.6050395929140928,0.46698488858110937,0.13182233966866555,0.3793548253366148,0.20794007529028255,0.5944597131894745,0.29185566245393635,0.1318223396686652,0.33142474011960193,0.3597447271557166,0.3058260245331752,0.22529046813310774,0.5625168994954234,0.31291126485057363,0.7726100325521361,0.6350510664233611,0.49865376096870395,,0.6799697449647666,0.9257333311242981,0.8072702183580951,0.6941189762738567,0.9619702835730782,0.8691966257718726,0.6604861639773327,0.8425815057519563
40,happy-sweep-47,run_9798cca34b65030f66c271e5587cf453,0.05903005599975587,0.3191687829779382,0.5316226291871889,0.42884772339425714,0.16864994147713677,0.4012478404754103,0.2030198117486666,0.5154589240523553,0.011589543194914896,0.16864994147713647,0.3335286572002356,0.4555555838498056,0.30254789325020837,0.08175079015419977,0.5869329856776062,0.3729335898436146,0.7556320352410378,0.6610747584188128,0.5352042962055196,,0.6837959036902574,1.1627370404507458,0.7539242015958599,0.5541202611880769,0.934960432921986,0.7828145203283184,0.6249968542697714,0.8344880929197388
41,twilight-sweep-48,run_5b2b0e19b09ff812966e6456eb8e612d,0.25877475738525396,0.29352190926726507,0.5734360118642686,0.5780278485395594,0.1090984200466216,0.3146795054240242,0.2505772340430984,0.5657949876187105,0.45586525857591575,0.10909842004662142,0.26027742367022305,0.39294526352980874,0.4120543082347143,0.2627108940182401,0.6371446083062017,0.37574984303553755,0.7635780099238478,0.659381765319734,0.5423120882307929,,0.7498183836962653,1.1010721655183908,0.8655057276586735,0.7685870492088928,1.0687899286160647,0.9919363886423341,0.6175713430591857,0.8801171005434955
42,eager-sweep-49,run_7c1fc6c1d67915c0af00f3ccb6cee459,0.6391194462776185,0.2370618851272221,0.5652289858227434,0.4877847302945612,0.15280614670386777,0.38175770751964994,0.1919030913093283,0.554257258700917,0.36038879133381163,0.1528061467038674,0.2972486440936056,0.46490670403912526,0.24987883168007693,0.3065283231704073,0.40088708721343885,0.21491827277434403,0.7997758226056326,0.617538096770275,0.46434954129899614,,0.6710791622938804,0.8292481676661804,0.7833365093641539,0.6884097516710359,0.9930525533881889,0.9200246046078127,0.6879594773981607,0.9196877347393163
43,breezy-sweep-50,run_c8ec8b1f54f5af0f4408690928d78b0b,0.5619016289711,0.25515154155444447,0.5954991972570685,0.5906561472064895,0.11793504453966933,0.3471598713891992,0.20667156984595972,0.5849193175324497,0.4609551603887916,0.11793504453966912,0.2788236241426676,0.4189476435108421,0.2728561213458376,0.2588834615671125,0.5609367623846734,0.29140997566719135,0.7844414638685564,0.6460995287454736,0.5038734306679572,,0.7111102537160006,0.946268545849857,0.8766962343504371,0.7728670038850648,1.041913875978427,0.956196445991319,0.6464151907640235,0.8572285788998414
44,restful-sweep-51,run_9e3dc9f7494cafd971191f64e1114bf6,0.2874919772148133,0.29652788277472114,0.5876731339628288,0.44813889644597227,0.14352691232062006,0.3672072752958359,0.2446806057049429,0.5817954230047075,0.24674894269532285,0.14352691232061976,0.319320241053569,0.32036787970731956,0.39472792865963474,0.17549808979557083,0.5857886705652171,0.3746355698005419,0.7465062965313134,0.690939438681333,0.5203460552871167,,0.7064036150319426,1.0265748221258706,0.7963146163121493,0.6776721580223168,0.9609174073177928,0.8651501888646893,0.6243760044552558,0.8240695907952756
45,mild-sweep-52,run_ead7e5d40d5729d2bf3fa36b1a501caf,0.24664968252182012,0.2750171056037189,0.5185719339301751,0.47329161823263166,0.13082154952804675,0.2867362338528948,0.24604905400245486,0.5151432692046041,0.4084485445057262,0.1308215495280467,0.23841868986316964,0.44332271504661885,0.4363709770898523,0.38772999606253133,0.5466134650725065,0.4150695594443734,0.7786700088993479,0.6860211919629589,0.5656380307978468,,0.7644817859638536,1.0297856608993055,0.7540266672499004,0.7019565074070874,1.0515918524281656,1.0149049943026516,0.5798620328544957,0.9346278330519892
46,azure-sweep-53,run_0ca09761afae446ce76a1723535080a6,0.2747288346290589,0.2887759050594147,0.5066750115649402,0.5298444340019292,0.14438918195856518,0.30923515159922416,0.2259502899624061,0.49433181855288555,0.3427991986743508,0.14438918195856487,0.23346543604658104,0.38519317726901264,0.25941456793475465,0.2075275888856963,0.5828376269610492,0.3271150543763581,0.7676680900112832,0.6701273058431338,0.5418873347689966,,0.7510333838549603,1.0312482508618765,0.7879379511928849,0.6425953399921878,0.9378611927946076,0.8195524223622052,0.6104599289014536,0.7946060198705084
47,flowing-sweep-54,run_cdb737a20ba27fc49fe6102a8c3cd4b5,0.29195904731750494,0.29075938629962866,0.5206236904405561,0.35573912398288515,0.21251258159595293,0.3662123194350436,0.18900218592958393,0.5044599853057227,0.0674449088615733,0.21251258159595282,0.28244947290459366,0.42909626944041906,0.41371534452463815,0.10616118081494948,0.5031318402104641,0.3454127335488713,0.7665985620657232,0.6798767515581785,0.5213554433960903,,0.7007486626846859,0.9481146249560702,0.6943632853927338,0.5429093099147931,0.9212462011624474,0.8132064374111939,0.6213338369904584,0.8675309378022981
48,major-sweep-55,run_041bcf21262c4ee2d23f30f1ea9bad32,0.780153274536133,0.23427629842423436,0.7023429208958072,0.5832908762644373,0.12828719808267958,0.39749363602952026,0.20447795235032262,0.6947998584995514,0.47795612494744344,0.1282871980826791,0.34382342084639794,0.47240808205639545,0.38961653304050553,0.388745011652779,0.48641389739221436,0.3422127033370428,0.7924068849614629,0.6061797771805676,0.4235573384520702,,0.6631484485789653,0.9390667748158137,0.9425493137598425,0.8677558030593363,1.1893243173183565,1.1309700511679248,0.7283374296062312,1.0278951961464926
49,elated-sweep-56,run_58bb1abfc46aa2d8201e5c76877e3012,0.4655393958091737,0.26339298298665126,0.6016218128384446,0.4692503648010287,0.15222583595893896,0.37450919895689083,0.21039251914930693,0.5895725053742957,0.26707887121905344,0.15222583595893854,0.32230271691512663,0.3700294561012167,0.3017894393039295,0.19862018325192343,0.5609295519226424,0.3333052612841456,0.7737082778425797,0.6410461834444344,0.49941592724758477,,0.6914139904912349,0.931553996277692,0.807168243946404,0.680582011706862,0.9586288203932174,0.8547751259319196,0.6562318186663713,0.8355171099882653
50,unique-sweep-57,run_e927e5c089a97d3786bcafedfc747af9,0.5236119031906129,0.2543648119152382,0.5218373289069091,0.5055672346845398,0.15330941054198405,0.33033889886767964,0.20805283132977798,0.5102778306892708,0.36943585684960345,0.1533094105419836,0.2542678264918159,0.4201416833134948,0.24048227094876987,0.22410156540986917,0.520855946841008,0.31513082407396625,0.7862773144343491,0.6630293963497249,0.519101465937147,,0.7260367928946677,0.8688256703211181,0.7698141880791395,0.6634397466563832,0.936582165367926,0.8513075623773197,0.6248919699545081,0.8216217149217481
