,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,SD_OTI,SD_P14,SD_OT3,SD_conc,SD_SL,spearman_corr_OTI,spearman_corr_P14,spearman_corr_OT3,spearman_corr_conc,spearman_corr_SL
0,pious-sweep-1,run_60d5f51817e261163d8d052e5c77946c,0.48142948746681213,1.031397574984046,2.034158954817638,1.4043840808591284,1.0153877426567741,1.1474125652793163,0.6667262284620289,1.7651333696243887,0.45694251421351834,1.0153877426567741,0.6849026744738097,0.5037172961623614,0.4624030132945693,0.3610444401877215,0.5628647936684359,0.44342372124252505,0.5109816828215854,0.3596872184810289,0.06405790652649533,,0.4309111753367099
1,fresh-sweep-2,run_a667d71fd2a2a96417724a091d125c28,0.5982131361961365,0.8258838544990428,2.3319814915623307,1.332141503474416,0.6367821933123285,1.1502215540433613,0.5537204850031905,2.068943930321177,0.37522425773847073,0.6367821933123281,0.7748931793005218,0.5666907594506232,0.4216971693036095,0.38226031989273057,0.6135302729639841,0.4070785257731367,0.5722737504447127,0.28656369896265665,0.02251772908781163,,0.40389521618507745
2,dazzling-sweep-3,run_9d180089e1a3baab33b711191992f8df,0.6419910788536072,0.7357498404594768,2.4850571584104517,1.2245483259633612,0.6212216688687875,1.2665532520968508,0.506062539885132,2.2639357648339695,0.5167277321541385,0.6212216688687876,0.9606029435037188,0.6113717473466546,0.4498603333006175,0.4633818599750982,0.5127550164121967,0.42550727683421186,0.6019570043538954,0.26137497092675205,-0.07149892136975067,,0.3160705144438776
3,swift-sweep-4,run_f8835f0e2fcf8d352145819525e06734,0.5622208118438721,0.8887811104020422,1.8110234077299951,1.2910802274162982,0.8536843175119424,1.0119480930526983,0.521455009572431,1.51314643440392,0.22560960202147878,0.8536843175119407,0.7455610064883688,0.5637636088752112,0.47365529850149635,0.3470671710883376,0.5494951500643473,0.45337166163859227,0.5610265838221453,0.359604370199103,0.11984052226709202,,0.5203975682229989
4,worthy-sweep-5,run_b11ad40a83f1a82b9b4158b2387bc848,0.5751116871833801,0.8863560944479898,1.9899020141535115,1.4279848389134557,0.7340380119930888,1.1409162842221872,0.542871729419272,1.6685084376701147,0.3024510423247003,0.7340380119930884,0.7287308118373164,0.569164072461766,0.46739198973781493,0.3827494173610446,0.5943277750035736,0.41456348095032947,0.5537370042944232,0.3318140366037905,0.06685984033898397,,0.43994054366744934
5,azure-sweep-6,run_7cec8bf5eaa771982962551f35d05cfb,0.561837911605835,0.8852074026802809,1.9831518780620583,1.2960328490208468,0.687620693159874,1.0010444690615605,0.5873643905552014,1.7048720740337524,0.23263423878711292,0.6876206931598746,0.6853457825605321,0.5545895131305411,0.4626423814789082,0.3512358330938926,0.5909836139978957,0.4463804083020297,0.558311839470096,0.36963797106291946,0.11181010445097389,,0.5121047564822959
6,copper-sweep-7,run_687a6b092685d6bae6605a9e5ca38bce,0.5440970063209534,0.9177536694320357,2.171829069134459,1.335072646873026,0.6232950503099909,1.010009495173287,0.6508487555839189,1.9381872618399574,0.27005685407454166,0.6232950503099917,0.6609194492799494,0.5279858537180334,0.4530118407556887,0.3945072311081314,0.651516672902914,0.45255054902214,0.5388559564549213,0.3829208494239447,0.08790141579506776,,0.5033965761629391
7,deft-sweep-9,run_f5fef8fad19bcaf5c7f6c0b11b190b2a,0.5945118069648743,0.8347160178685387,2.0456995100707682,1.3489450410612762,0.7671816241487958,1.1061243867700585,0.5087938736439056,1.758383233532935,0.3505874921036,0.7671816241487945,0.7250830827662603,0.5990330629354955,0.4205269186123606,0.35782875203524567,0.5833012382070006,0.41679344687849273,0.5801403881941305,0.35555857806440555,0.042156635945697185,,0.4551098356277789
8,happy-sweep-10,run_fb039f7440d1f98beeee75a29c304343,0.6177409291267395,0.7947925973197193,2.3777082199237896,1.2584838913455467,0.6151641426974286,1.1314685868017091,0.5230887045309512,2.187942297223736,0.3357296272899558,0.6151641426974288,0.9095347365089413,0.6100979149820536,0.506800196412441,0.37209111515499793,0.6577287557721647,0.49594662400115036,0.5907143468433407,0.34430884820012103,0.05178353128118506,,0.41162584095627763
9,crimson-sweep-12,run_41ea6c13d67f7414fef5170c0677de76,0.5521378517150879,0.9117294192724953,2.469869352204683,1.216386607706886,0.5176034149811972,1.0089492008229153,0.7412635609444791,2.307866086009798,0.5014908401768782,0.5176034149811972,0.7890093369204001,0.5356649896909563,0.4761114710765706,0.45227261118028284,0.687899738532574,0.5203256610903304,0.5256062503038786,0.33159576350912506,0.094765229717989,,0.48545239417895963
