,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,SD_OTI,SD_P14,SD_OT3,SD_conc,SD_SL,pearson_corr_OTI,pearson_corr_P14,pearson_corr_OT3,pearson_corr_conc,pearson_corr_SL,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50,composite_score_distance_withSD,composite_score_syntheticEC50_withSD,composite_score_pearson,composite_score_pearson_SD
490,cosmic-sweep-303,run_90bb852733b26a2971da994059d6436d,0.2945119142532349,0.26559650403505997,0.43032270820975527,0.3854780572999888,0.2161669546363113,0.34708427754144966,0.18688210400094324,0.3811307795573039,0.01853517149121162,0.21616695463631141,0.27296481738293976,0.335718941098541,0.24932708313458818,0.19565792974278753,0.4251379494640733,0.2669420384239296,0.768082978107602,0.6757166597303264,0.5100342926599997,,0.6927294272690183,1.5805325380390594,1.439066074794761,1.2197848927731518,1.6862800314161284,1.5034973765740955,1.1599348029855796,1.4553617845418276
491,northern-sweep-304,run_ea4a7abf2561498bfd6aed9da1be754f,0.507657825946808,0.2454425270488246,0.5657852288928434,0.40079149790048674,0.12887657959819768,0.3563669444139128,0.21903715466183007,0.5454091349005653,0.26621455910222586,0.12887657959819768,0.33048492346165215,0.42509965563505486,0.4266641312885476,0.35731294363034616,0.5433649618581212,0.42759002497530574,0.7779039469861682,0.6666355007468903,0.47869740639367075,,0.6848457674858488,1.8984635612710643,1.8498662414365805,1.7588515318042548,2.356015742179079,2.285249171779548,1.196829956379675,1.8871160564937997
492,comic-sweep-305,run_69fb2d8312fd49b4e703e223a667057e,-0.3455647826194764,0.4746018247451904,0.9690091890148087,0.9500947567909035,0.026205237659653765,0.5400808062855225,0.4746018247451904,0.9681974753624094,0.9500947567909035,0.026205237659653876,0.5400808062855221,0.8965737319945332,0.9731401181364748,0.9334039949344998,0.9390607730788506,0.9472683333224513,0.5313467469781288,0.5137706110392996,0.47831503576209927,,0.5242724610010387,3.4789384465751527,3.2431026846038042,3.240677468048072,4.654333399404625,4.6526438528908995,1.6899648695670697,3.7418024574127178
493,eager-sweep-306,run_be6ce3da5ed86af9d6327a915188d090,-0.33280149102211004,0.47886642032355736,0.9728492189857744,0.9781427668982945,0.016039909204864995,0.5443479643691521,0.4788664203235573,0.9719126263099289,0.9781427668982946,0.016039909204865036,0.5443479643691519,0.9316091525071148,0.9766161655498588,0.970861667145548,0.972801328612995,0.9613529862741136,0.5330187278815163,0.4958138673717304,0.5026937721167105,,0.5028026822123756,3.4924889571362314,3.263500015284397,3.2607081827044233,4.690276291186055,4.6883341594489965,1.7341919029183057,3.7888891372073905
494,solar-sweep-307,run_a78c48b5ce5f22e34e92cc98af356724,0.4878750443458558,0.25025148570984196,0.535871499484874,0.449340418416261,0.14393061625503947,0.3634030001067959,0.2013491173541445,0.5092514543202938,0.19360856155475456,0.14393061625503936,0.31805762456336484,0.3577539912100261,0.34291101483993874,0.2086315699858464,0.5816532427008493,0.3345471055521802,0.7750512189298411,0.6711152142826285,0.4990231454915288,,0.682996864436295,1.8264066966116645,1.7709080318650534,1.6344406319716656,2.117430033916395,2.0046922134449883,1.1761087473621499,1.6524607338235893
495,legendary-sweep-308,run_372eb43e9b683bf45b2de7e1da4d907d,0.19368231296539312,0.2874462849101048,0.4163986970955221,0.46686856675708804,0.2181158315546973,0.35247240261891566,0.18026445509757166,0.36483406699759613,0.025903905466166582,0.2181158315546973,0.27127791016829333,0.3988341778346028,0.3358352039809662,0.06681607764262676,0.4684378108414832,0.30869288889619617,0.763099173125416,0.68895303545018,0.527275473446028,,0.7022332254046262,1.6130695026808795,1.4263486161394494,1.1679919736496862,1.8236930407096594,1.6295984727778834,1.1167330125576607,1.5932603532712504
496,rosy-sweep-309,run_43ba7aed17ae5f6b53334adcdeb2a973,0.3615188598632813,0.26322087343934614,0.4633740230818063,0.4931366355765299,0.13013517633905888,0.2998415211475335,0.21559788375715885,0.43113442186215434,0.2901936011296496,0.13013517633905866,0.2380994698402973,0.39605995398064947,0.34469448285895804,0.24195681554555226,0.562368246166557,0.3652881582690594,0.776311622630979,0.6983531359106794,0.5469551922931783,,0.7387865621592398,1.6727213636252176,1.5683187884585503,1.4104834882980022,1.9654956817816311,1.8420133342708036,1.0794417048221303,1.6027301229400572
497,lucky-sweep-310,run_587c2633af7c746a37326124b7f30796,0.6104019284248353,0.23607295970458897,0.49466662504032566,0.5039946490282784,0.1278365009994241,0.3419066260998222,0.19006048199964384,0.4575463353209912,0.294563561368957,0.12783650099942404,0.27383789320567725,0.41240066682353554,0.24109456001285223,0.23557343379199525,0.5529289901407366,0.2475862485606617,0.7923345735876052,0.649586438806212,0.4937080936392645,,0.7009914313194938,1.6890079818970918,1.6603288071465494,1.488750203412577,1.8877305870339762,1.7387386777615392,1.2358612634347577,1.527804988812876
498,laced-sweep-311,run_55d131800cb71391b94d411404669142,0.4910656809806825,0.24677207743502133,0.4624062106500995,0.41826762290513164,0.18894789443371618,0.35327532056304045,0.18227634077630667,0.4191980685377708,0.09161309501690756,0.18894789443371604,0.28595805650203737,0.41981939902913784,0.2391865607610979,0.2067411593184986,0.48196341316589625,0.28267099324877015,0.7817371786348808,0.6714338812197346,0.513132382749655,,0.6905753631682033,1.603794557268545,1.540791776668784,1.3412262412595994,1.7790816851103028,1.609341534133796,1.1680049999981015,1.4681035465066257
499,bumbling-sweep-312,run_b97e2123d664ce9e02ab0d59fc71771a,0.13497114181518557,0.29217246024518917,0.5880032884809508,0.4857158782653933,0.11848765118406344,0.3463756829674601,0.24587400377793012,0.5738087061492514,0.2998216342759469,0.11848765118406361,0.2953194561049438,0.3240372858574833,0.39791587834180486,0.2502740265406677,0.6710848985292835,0.35725227341263227,0.7476331247659243,0.6870852878367264,0.5359952125159615,,0.7133270117235104,2.107527820109564,1.943904147217391,1.8555083806440944,2.3515465223807577,2.2790171267440122,1.1216709202817745,1.7346911444859072
500,floral-sweep-313,run_293766fd7bd23375f0b1844477ccb648,0.12795150279998782,0.29405139088530496,0.44522493834098226,0.4967485414886106,0.1746891621777281,0.3312504238705166,0.21850784309298582,0.3986866889367593,0.21298353833005093,0.17468916217772798,0.2349766647100414,0.3605330523379429,0.22980622417164,0.1838731922229672,0.48747630810125875,0.21870017762470137,0.7510390079447894,0.6711608185330514,0.5409257006493375,,0.7189739097190555,1.729011322157023,1.5216694092870364,1.2971578255733955,1.7341799879154982,1.5409480405818161,1.1636506608806372,1.4303794251507473
