,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,SD_OTI,SD_P14,SD_OT3,SD_conc,SD_SL,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50,composite_score_distance_withSD,composite_score_syntheticEC50_withSD
42,eager-sweep-49,run_7c1fc6c1d67915c0af00f3ccb6cee459,0.6391194462776185,0.22856188486067844,0.47549485959797455,0.4131901452937459,0.14197072873259475,0.37223757739611113,0.17637554279854864,0.4125210986650297,0.0489829437776378,0.14197072873259506,0.27537204446429225,0.46490670403912526,0.24987883168007693,0.3065283231704073,0.40088708721343885,0.21491827277434403,0.725986385359214,0.6701208793068832,0.4513106665285112,0.9064211381973697,0.6244597354244719
43,breezy-sweep-50,run_c8ec8b1f54f5af0f4408690928d78b0b,0.5619016289711,0.2467082520915708,0.48514653981893524,0.4495893872394187,0.10975454822644577,0.3378562031549854,0.19097963971382145,0.43457112168175555,0.051092861655085295,0.10975454822644541,0.26029715278867394,0.4189476435108421,0.2728561213458376,0.2588834615671125,0.5609367623846734,0.29140997566719135,0.7933649632513258,0.7059481169793428,0.47742618601943687,0.9029678740125988,0.6216348461220158
44,restful-sweep-51,run_9e3dc9f7494cafd971191f64e1114bf6,0.2874919772148133,0.2867296921487443,0.46039588767837974,0.422021478205938,0.13410407561744078,0.35433599266170207,0.22713254771577915,0.43007518796992467,-0.028629185091597863,0.13410407561744092,0.2987001074191641,0.32036787970731956,0.39472792865963474,0.17549808979557083,0.5857886705652171,0.3746355698005419,0.9474883555968087,0.6872266131473678,0.48720990525464036,0.8726544065963258,0.6180583625720368
45,mild-sweep-52,run_ead7e5d40d5729d2bf3fa36b1a501caf,0.24664968252182012,0.2649556050990049,0.4292465858523862,0.3115350600126343,0.11757800589490802,0.2813126863239714,0.23190995175987134,0.3866196102501153,0.029222994314592708,0.11757800589490754,0.22610164991008186,0.44332271504661885,0.4363709770898523,0.38772999606253133,0.5466134650725065,0.4150695594443734,0.9213269918587429,0.5928812678406912,0.4517863788915373,0.9427605246963272,0.6875722047440415
46,azure-sweep-53,run_0ca09761afae446ce76a1723535080a6,0.2747288346290589,0.2782158143726065,0.4057848703391129,0.4558180669614655,0.13526018904360199,0.303327580172112,0.20623626010828752,0.3513426423200858,-0.05177511054958976,0.1352601890436019,0.2176143289923116,0.38519317726901264,0.25941456793475465,0.2075275888856963,0.5828376269610492,0.3271150543763581,0.9478658842279011,0.6706977788330825,0.4106771351905718,0.8417677307617067,0.5459161202770776
47,flowing-sweep-54,run_cdb737a20ba27fc49fe6102a8c3cd4b5,0.29195904731750494,0.28457791829473866,0.4099278809268068,0.4488186986734047,0.20415946742555138,0.35717716920328774,0.167496562599529,0.3553322080711982,-0.029551484523057024,0.20415946742555147,0.2599543770291962,0.42909626944041906,0.41371534452463815,0.10616118081494948,0.5031318402104641,0.3454127335488713,0.9331672318055141,0.6711659134826483,0.3939408163835371,0.903890410655986,0.5817787056436083
48,major-sweep-55,run_041bcf21262c4ee2d23f30f1ea9bad32,0.780153274536133,0.22494970131514555,0.5755408930489491,0.43193935565382174,0.1180709421689196,0.38459198822010066,0.1909718715771647,0.5382537977597056,0.0902842703727098,0.11807094216891949,0.32363100913666365,0.47240808205639545,0.38961653304050553,0.388745011652779,0.48641389739221436,0.3422127033370428,0.7524304015863563,0.7539371954320823,0.5782202487055981,1.0461904308258696,0.772906991468557
49,elated-sweep-56,run_58bb1abfc46aa2d8201e5c76877e3012,0.4655393958091737,0.25521436173105155,0.48355071351849016,0.4407327858496524,0.14279906494562455,0.3620484472499487,0.19443646052621288,0.43539972379929415,0.003600758054327107,0.1427990649456248,0.3024489155492259,0.3700294561012167,0.3017894393039295,0.19862018325192343,0.5609295519226424,0.3333052612841456,0.8448164407130461,0.7022827432742631,0.4768557665846445,0.8721523334566013,0.6009290663227349
50,unique-sweep-57,run_e927e5c089a97d3786bcafedfc747af9,0.5236119031906129,0.24517792917012995,0.4262851005063679,0.4108654453569171,0.14246112409797743,0.32342341254993784,0.19224584598892266,0.3691422433635111,-0.018723941882501784,0.14246112409797762,0.23733841864507,0.4201416833134948,0.24048227094876987,0.22410156540986917,0.520855946841008,0.31513082407396625,0.7599177717909564,0.6408132474084905,0.416623387647719,0.8337948706795597,0.5620152856406361
51,polished-sweep-58,run_b0dd7ee80b722ec58a16b08402501bff,0.41576266288757335,0.27068072181525815,0.4189811262851006,0.47903979785217926,0.17513466815733308,0.36528550565459306,0.1633406094880013,0.3531532913917443,-0.034744156664560814,0.1751346681573332,0.27759284515949917,0.407893030473711,0.41505546106778174,0.0936153412295544,0.5209412979060198,0.359791264982196,0.8639198910695409,0.6915868457914865,0.3906463341067794,0.9086825394253815,0.5712358133410727
52,swift-sweep-59,run_4bf462003d5ab21a0afc216c797a35eb,0.548500418663025,0.24166673140113884,0.39409237379162193,0.4031206569804167,0.16225734322593763,0.32495383389859145,0.18031398808367816,0.32347705999693144,-0.02156664560960164,0.1622573432259375,0.23073395049062792,0.45111690615282357,0.2159604310491933,0.2415013461886367,0.46601887568841577,0.29526723717509656,0.7222651418367786,0.613366018158121,0.37096585132023857,0.8274576383343869,0.5402312452544147
53,dazzling-sweep-60,run_c8f30c5b6840cd07ac4368185f1f399e,0.5772176384925843,0.245185697306787,0.5002915451895045,0.3984965255843333,0.12749263136497613,0.3519824267075423,0.19467727276258195,0.469909467546417,-0.04092229943145872,0.1274926313649763,0.3018840597202276,0.4248480289214151,0.3609063603043996,0.22266747544402934,0.6217192267813672,0.3504209547576321,0.7667046604088659,0.6849869613756912,0.5102830418608792,0.9107893227645462,0.6637422763500836
54,olive-sweep-61,run_1e750e94e0e489e9005307f6fcaef6f3,0.2077218890190125,0.28323403065306724,0.48925886143931274,0.40317119393556516,0.1216764915133652,0.3363547487719213,0.22380778522655778,0.45077489642473495,-0.03777637397346802,0.12167649151336542,0.2837121166403147,0.3109250381734971,0.34079996965930787,0.2088203556492035,0.6494520045907453,0.3425289489566283,1.0147048094179527,0.6943650057687991,0.5046929625082273,0.8593996165072102,0.6188113252143569
55,lemon-sweep-62,run_e9aa27cdcbb06272b2d262427e06628a,0.26898533105850225,0.293666638183499,0.485990486420132,0.49748578648136416,0.14053257444862283,0.37783785741011183,0.19316248611445516,0.45189504373177874,-0.019671509791535226,0.14053257444862263,0.30397209515648194,0.4511087727228024,0.3982646058963417,0.20260809415871184,0.6495790882789256,0.4289370125556771,1.0089902412062792,0.7549297682724242,0.4918412801796346,0.9864496013379106,0.6659502799508948
56,hopeful-sweep-63,run_ec4bbc11aea5a3cb362f0622ee3958a9,0.351308286190033,0.26692871180989813,0.379238913610557,0.47637397346809823,0.17212877324931397,0.3481274063703185,0.176709572674802,0.3254411539051713,-0.038648136449778485,0.1721287732493143,0.26328316415820785,0.37413465748070873,0.27369413367409595,0.1105641222105161,0.5198673346544321,0.26015082013202423,0.8896939112751149,0.6648347564491431,0.372333044707398,0.8179944371686122,0.5021819581676374
57,fluent-sweep-64,run_5ab0e4aa0c9a1a735ab957eda7c172f4,0.5223357677459718,0.252425600671167,0.5364891821390212,0.45355653821857217,0.08272436223193415,0.3806428252447105,0.2012646526477694,0.5006751572809576,0.01747315224257717,0.08272436223193469,0.3247896877602506,0.3523099054608701,0.3727166704943012,0.2511253711330332,0.6457467675192442,0.36128880665574004,0.8495276891825487,0.746493710480678,0.5398966424909782,0.9398706282058817,0.6741960794616692
58,scarlet-sweep-65,run_741ea754599277dc9759589a6ba62ebd,0.6397575139999391,0.2359105421382573,0.4713518490102807,0.4357422615287427,0.14630043703628418,0.3470097642813176,0.18137822280569552,0.4162958416449287,0.0391535060012639,0.14630043703628412,0.250052502625131,0.46014865019445156,0.2762185020365724,0.30518149602528494,0.4444827829308329,0.20855234352113095,0.7360832376620852,0.6838842503958986,0.455777670044511,0.9213397064052405,0.6311242966649838
59,valiant-sweep-66,run_49bc408d8693255a0a98dcf6ece991f5,0.2370771765708924,0.2986460137806745,0.4586773055086697,0.5257485786481365,0.17204492326455942,0.37621812125089016,0.1817821659118625,0.40371336504526645,-0.03825647504737808,0.1720449232645594,0.2916394095566848,0.4247161407458348,0.3840550264199785,0.15918717875043895,0.5811377388647857,0.39180497740446807,1.0338508949787057,0.7589373360734838,0.4444016143566888,0.9639546158888013,0.6116405035201121
60,copper-sweep-67,run_e09eab456f0c4b066f95da65a14d800d,0.45596688985824596,0.26923584839704495,0.510925272364585,0.4812886923562854,0.11613985161093608,0.3714240884458016,0.20583231700212049,0.48750959030228636,-0.02510423246999357,0.11613985161093614,0.31122107829529394,0.37717322493708894,0.41818220095138586,0.21976715725398802,0.6505622014223267,0.409399241066341,0.888062759190677,0.7517788114817583,0.5297761469215767,0.9646786924165027,0.6807198872897839
61,upbeat-sweep-68,run_da3e1ea814b22a865f2fbd1851985689,0.1796427369117737,0.3020096169531814,0.38272211140095136,0.5388123815540112,0.17859284480130097,0.35894415410425695,0.18809766101405245,0.32379929415375164,-0.03331648768161662,0.17859284480130103,0.2629669414505207,0.4335022326123908,0.4611922624872646,0.14433291830284456,0.5386644912646461,0.38215253677537947,1.0534614545263215,0.7266393918604434,0.3759477374913493,0.9744020144515199,0.5933497630460444
62,ruby-sweep-70,run_8bdd55aac3b6dbf560af7880bae258f7,0.6978303194046022,0.22518274541485733,0.45494859597974535,0.43193935565382174,0.15590507165362336,0.3897722472330513,0.1544460930156682,0.3887524934785945,0.0488060644346177,0.1559050716536233,0.2895899967412164,0.48135242323063804,0.22209463171275493,0.27123370473241176,0.3671215049218248,0.23571809070668057,0.6963162699648092,0.6665261441077557,0.4211462082925894,0.8937846519982615,0.5955342815014728
63,whole-sweep-71,run_23dcb4df86a07dd3f9e8ac05da29d9f6,0.351308286190033,0.2751474003930677,0.4743440233236155,0.4732027795325329,0.1405097062709625,0.3678563238506753,0.18245799380102723,0.42631578947368437,-0.04015161086544527,0.14050970627096232,0.2976403992613425,0.3998215549195338,0.3446551169972161,0.14184699209313703,0.5891260118969259,0.3398405374007649,0.9325899755979912,0.7243129261329062,0.4654548567923173,0.9074107171395551,0.6050047280970713
64,scarlet-sweep-72,run_3ad99a921c502d4c84a21c877c7b2633,0.5299934744834901,0.24588482960592242,0.47036980205616086,0.42260265319014517,0.12036030084358168,0.33672890541078776,0.20051891152869145,0.4199171397882465,0.037561591914087554,0.12036030084358161,0.2690669016209431,0.40243550587893956,0.266332427372238,0.23656248337217586,0.5524073035594563,0.3220263429247468,0.7878749184977294,0.6784542008124318,0.4668502022659018,0.8655340602202046,0.601974804087623
65,dashing-sweep-73,run_cc4a6dfc630f0485b23874d1e25348fc,0.30216962099075323,0.28213095524776477,0.38497775049869565,0.5191156032849019,0.1613858115662161,0.34616248053782,0.16099463221756963,0.3384532760472611,-0.04825015792798441,0.1613858115662158,0.25202949802662544,0.45987803685149337,0.4854486759249454,0.10001979376177254,0.5744861155651385,0.39154259860734664,0.9511341208373679,0.7051856166016859,0.37788618578888206,0.9769539081971644,0.6094046782311212
