,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50
102,zesty-sweep-103,run_2f7ebc46c04962564a70787e84f2bc54,0.3556689534868514,0.547628164220379,,0.44889450410612775,0.37856757154778864,0.49535474505534466,0.1361549799957878,,,0.6381441124496009
103,sweet-sweep-104,run_6ddfe849679412cecb5f29ef364e651b,0.48269354729425357,0.45760476494362917,,0.512318382817435,0.2826665357616232,0.13346035202322706,0.0906155681897969,,,0.3254584723125217
104,fancy-sweep-105,run_e53e510bc17972406d053f6915f159fe,0.1781992458161855,0.8086790044671349,,,0.5974669873840251,0.5992923244420254,0.15636976205517025,,,0.8605635325959724
105,dulcet-sweep-106,run_1a994117ff42909488b8e6230bf82b5c,,,,0.4186986734049276,0.10233174610966587,0.5660497187443309,,,,
106,logical-sweep-107,run_53501badc3d50f4d7de3d483837e7a99,,,,0.5018319646241322,,0.48508437670114485,,,,
107,colorful-sweep-108,run_d2390348850a58a252d34ccc9cdb456c,0.36235460780915774,0.522654754307594,,0.4449778900821234,0.5905944725344847,0.8412810742152071,0.4892398399663098,,,1.1383809985375017
108,trim-sweep-109,run_700393efaf0c49739d8f5227fcab45e2,0.57872173899696,0.36434801106147646,,0.2674036639292488,0.4811447646163668,0.727399745962621,0.46436442759879154,,,0.9880511102991474
109,laced-sweep-110,run_4e472a61dff57d48a552089f19ec0a7c,0.48147818020411914,0.4225058498191877,,0.4619709412507901,0.3769574394973262,0.22767192886953355,0.1476100231627733,,,0.4644568196567564
110,blooming-sweep-111,run_d6c57689bd21f76c3bd50a6795ad0191,0.4954568885621572,0.4202084662837696,,0.5915982312065705,0.44474007167051194,0.63656323716204,0.5128799045413068,,,0.9306193006476965
111,dandy-sweep-112,run_35d636f01883402d79e294d91e66eb99,0.5343543120792935,0.4342905764730909,,0.4712571067593181,0.47847430170340194,0.7176011613137371,0.24711167263283562,,,0.8971918762788592
112,still-sweep-113,run_f86f916b4e2d8dfb3af0c460255c9b47,,,,,,,,,,
113,divine-sweep-114,run_0f7ac556f0b968062bd019d34a0e8fa0,0.4346794514429003,0.5331631567751548,,0.5540113708149087,0.5387953463256585,0.8050263110143359,0.3849091036709487,,,1.0423640461644434
114,distinctive-sweep-115,run_bc69a1fe03d25d88657972504b1fac21,0.40368304933820465,0.5161880450967881,,0.33423878711307703,0.47953463256590334,0.6367809834875707,0.1971923913806431,,,0.8211749655097447
115,grateful-sweep-116,run_282627d764ab5301cb3e652464ca0b59,0.6741422471545994,0.2899383109976604,,0.02507896399241983,0.42628246036031486,0.6518417710034479,0.21398189092440736,,,0.807714479305243
116,genial-sweep-117,run_1b70e8c9f3f136ac682d5bac5a8af19c,0.8352022284553167,0.15954052329291646,,0.3327858496525588,0.1727062981689654,0.4531119579023783,0.587225380781921,,,0.7615586383567757
117,lunar-sweep-118,run_5fedfeaf63db00c5978cd739cee96c43,0.31981051535833466,0.5917464369283134,,0.7505369551484539,0.6063816209317153,0.6578297949555436,0.8866849161226946,,,1.259622502900983
118,serene-sweep-119,run_03b8eaf34a8a238fe086df41fe60660d,0.7835414636702767,0.16400765794511812,,0.3099810486418198,0.22426979529723526,0.44766829976410794,0.842661612971152,,,0.9801951038805972
119,lively-sweep-120,run_72fdb6c55ae8d7998903b1281945cc74,0.700884296780541,0.3148691767709,,0.2684144030322178,0.4478817927445873,0.761150426419888,0.2913595844739254,,,0.9299669238075627
120,chocolate-sweep-121,run_0d2385939927118213c4c8782cf2ffeb,0.2371530646369572,0.6383322697298448,,0.6411876184459887,0.4102989543959546,0.29248775176918995,0.3407173440022449,,,0.6082619710431953
121,azure-sweep-122,run_1dd4a5e7de175a764bd75606d5406669,0.3860576720464799,0.5420548819400131,,0.038471257106760255,0.7177556330077082,0.8609508256214845,0.5713343159963518,,,1.258106662206202
122,eager-sweep-123,run_fcdbd0413de8c3b936eba7dc7dddc8b8,,,,0.5206569804169304,,0.43707131192161136,,,,
123,earthy-sweep-124,run_aa5299189f752fd87ccedb57d52af49f,0.4450117746988934,0.4821101893214212,,0.4034112444725214,0.42372981198763,0.6299945563418626,0.24570786832315827,,,0.7980052951850402
124,rosy-sweep-125,run_88fd6c5a52155f04ce24360a449629c9,,,,0.5902084649399881,,0.6608056614044641,,,,
125,faithful-sweep-126,run_5980ca5557545d555eace5f2333ef298,0.6182271298908054,0.3296319931929378,,0.2714466203411248,0.44721417701634897,0.626111413536564,0.4434196672983805,,,0.8880523766266103
126,comfy-sweep-127,run_088b864695afbab129429626806c3529,0.46567613737923774,0.46322059136353994,,0.2005053695514853,0.6101124147071814,0.7748684449283255,0.32505088790622605,,,1.0384201198234244
127,fancy-sweep-128,run_25ac29bd0e219224394f9f8c11b15e23,0.02990246386755063,0.7945118059987243,,,0.621304796033578,0.547468698965706,0.22437004281603337,,,0.8579531117927118
