,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,SD_OTI,SD_P14,SD_OT3,SD_conc,SD_SL,pearson_corr_OTI,pearson_corr_P14,pearson_corr_OT3,pearson_corr_conc,pearson_corr_SL
0,pious-sweep-1,run_60d5f51817e261163d8d052e5c77946c,0.48142948746681213,1.5665220165922145,2.661105062602069,1.8679848389134555,1.6196361418843381,1.737023263174553,0.9719846841097639,2.371992378878607,0.21780164245104267,1.6196361418843375,1.1256448805190695,0.5037172961623614,0.4624030132945693,0.3610444401877215,0.5628647936684359,0.44342372124252505,0.5072363654008099,0.41181926575936756,0.05914084977349765,,0.4331744679574041
1,fresh-sweep-2,run_a667d71fd2a2a96417724a091d125c28,0.5982131361961365,1.2742054881940015,3.0720740337506807,2.026658243840809,1.02490598638073,1.7449003006804877,0.9111423101467766,2.799455634186173,1.0444472520530645,1.02490598638073,1.24696550087039,0.5666907594506232,0.4216971693036095,0.38226031989273057,0.6135302729639841,0.4070785257731367,0.5658985706627302,0.309453785096541,0.011189218539289558,,0.4066019109012014
2,dazzling-sweep-3,run_9d180089e1a3baab33b711191992f8df,0.6419910788536072,1.1291257179323548,3.2985302123026683,1.7365508528111184,1.0073076532167904,1.9336564329799022,0.8232418634333117,3.0722373434948285,0.8357548957675309,1.0073076532167915,1.528204620984333,0.6113717473466546,0.4498603333006175,0.4633818599750982,0.5127550164121967,0.42550727683421186,0.6034145157587297,0.3261715020537507,-0.10198072531356966,,0.31691864811918274
3,swift-sweep-4,run_f8835f0e2fcf8d352145819525e06734,0.5622208118438721,1.3604850031908107,2.2566684812193794,1.8138344914718891,1.3636040247992682,1.5115761987656278,0.872827058072751,1.873707131192161,0.4012002526847756,1.3636040247992678,1.086595980376642,0.5637636088752112,0.47365529850149635,0.3470671710883376,0.5494951500643473,0.45337166163859227,0.5548825889596765,0.4552412696923558,0.11955546668385261,,0.5278417122455596
4,worthy-sweep-5,run_b11ad40a83f1a82b9b4158b2387bc848,0.5751116871833801,1.3612635609444799,2.5544910179640725,2.1427921667719523,1.1601890436019922,1.716509732552619,0.9064837268666242,2.172563962983125,0.8716361339229312,1.160189043601993,1.0633525874347216,0.569164072461766,0.46739198973781493,0.3827494173610446,0.5943277750035736,0.41456348095032947,0.5479937596558672,0.3694851548080165,0.05791786292368162,,0.4447365216400513
5,azure-sweep-6,run_7cec8bf5eaa771982962551f35d05cfb,0.561837911605835,1.36635609444799,2.5273816004354925,1.9247631080227419,1.1078514076633805,1.501851558790948,0.9725845564773453,2.238976592270006,0.7359823120656988,1.1078514076633796,0.9877749643931006,0.5545895131305411,0.4626423814789082,0.3512358330938926,0.5909836139978957,0.4463804083020297,0.5493609103479061,0.4427541202624664,0.11453710961463995,,0.5196655420946433
6,copper-sweep-7,run_687a6b092685d6bae6605a9e5ca38bce,0.5440970063209534,1.4223994894703256,2.8236799129014707,2.081844598862919,1.0099705254599047,1.5280305428074061,1.0677855775366947,2.5853565596080577,1.063449147188883,1.009970525459905,1.0674592498813114,0.5279858537180334,0.4530118407556887,0.3945072311081314,0.651516672902914,0.45255054902214,0.5296235236448512,0.3991220813545365,0.08940841264826041,,0.5037522486579241
7,deft-sweep-9,run_f5fef8fad19bcaf5c7f6c0b11b190b2a,0.5945118069648743,1.2819910657306959,2.6467338051170386,1.971585596967783,1.225241386319748,1.66690932109511,0.8513082322910022,2.349020141535112,0.7801263423878719,1.2252413863197473,1.065223927836683,0.5990330629354955,0.4205269186123606,0.35782875203524567,0.5833012382070006,0.41679344687849273,0.5727673097852735,0.3745275566284963,0.02500843199345143,,0.45624188733861676
8,happy-sweep-10,run_fb039f7440d1f98beeee75a29c304343,0.6177409291267395,1.2215954052329292,3.1744148067501365,1.822324699936829,0.9881796930582378,1.73311837316031,0.8617230376515633,2.9747958628198155,0.7219835754895769,0.9881796930582358,1.4357928469694572,0.6100979149820536,0.506800196412441,0.37209111515499793,0.6577287557721647,0.49594662400115036,0.5868969877429686,0.3816141217902977,0.03916507813020445,,0.4130303213830233
9,crimson-sweep-12,run_41ea6c13d67f7414fef5170c0677de76,0.5521378517150879,1.4190810465858328,3.3008437670114326,2.0137081490840183,0.8489226547413357,1.5322796328532997,1.1934524569240592,3.142651061513336,1.4623246999368291,0.8489226547413365,1.244116948884317,0.5356649896909563,0.4761114710765706,0.45227261118028284,0.687899738532574,0.5203256610903304,0.518235601055204,0.3658307408066971,0.0953091554967361,,0.4851242418884698
10,fluent-sweep-13,run_108e0561fefc3e6a531d31f15797f2a4,0.5818762183189392,1.3326994256541163,2.8082471420794772,1.91650031585597,1.2467019005996545,1.6886651368887484,0.96583280153159,2.4986118671747413,0.7918003790271633,1.246701900599653,1.1727053331223303,0.5670824372664283,0.42697125800411334,0.3476389554001852,0.5550241131958528,0.41651631935896244,0.5424816580783356,0.3349727774207277,0.039705033817891755,,0.42783057426392085
11,fallen-sweep-14,run_27f191a08b1586229d0256f29eb9d284,0.7023612260818481,0.9380344607530315,3.392705498094721,1.944181933038535,0.691244028864722,1.8863902516220918,0.7331078493937468,3.152259118127382,1.3729374605180047,0.6912440288647227,1.4644168381072957,0.6796659513686025,0.43080618927876574,0.5736883440283498,0.5563234857254528,0.4012582410313273,0.6720392755125455,0.24706472608260566,-0.21217658147996607,,0.32543675369008185
12,dainty-sweep-15,run_7c4061aecc99bc279a895866df17db82,0.5508615374565125,1.4012252712188897,2.9860097985846488,1.6600379027163616,1.541289765220043,1.8771245450229468,0.9225781748564138,2.71839956450735,0.3583070120025258,1.5412897652200421,1.3660626681436938,0.5146417904650868,0.4829403696920589,0.3793257350828465,0.49147515088823057,0.41969837570094504,0.5278048436968173,0.37055904362182335,-0.0033409501591792345,,0.34824519814986343
13,blooming-sweep-16,run_d80c0f6eea35ee843896ffc69c57a4fe,0.5674537420272827,1.3349457562220806,3.028225367446925,1.6990903348073283,1.1850747027136903,1.791185314131983,0.9946011486917675,2.756967882416984,0.591396083385976,1.1850747027136896,1.4693543282164894,0.5140860350598995,0.4099599816576848,0.4166248443635667,0.5543922170838874,0.46244851799261916,0.5348128325268039,0.32068130629965685,0.014031704998003103,,0.3701054418173051
14,ancient-sweep-17,run_fe6eeb29ebea6e8c49456810d9b9d7e4,0.5395022630691528,1.5167198468410976,3.509063690800218,2.012495262160455,0.9424789104583801,1.8849224560848237,1.1420931716656026,3.3818998366902555,0.9747441566645608,0.9424789104583795,1.606587276467795,0.5146552012505639,0.5036881132884345,0.3683416339431089,0.6805878460410901,0.5155184155293229,0.48302256438214974,0.36429628970371397,0.03171625364739919,,0.3691503978756516
15,bright-sweep-18,run_5f69e1557fa6c506fe0723be06229c46,0.6040842533111572,1.3087172941927252,3.5674741426238437,1.826898294377764,0.848531354812481,1.8953236271561957,1.0575111678366307,3.4447740881872617,0.9835628553379656,0.8485313548124804,1.6752492482987817,0.542768242703547,0.5163943768835632,0.4143305238961785,0.6704945651050827,0.5162230307499734,0.5381395323561342,0.3555474003659542,-0.009275118752518047,,0.35079186175369764
16,solar-sweep-19,run_a808b19b0ecf392125e5f27a4b4f98af,0.5372048616409302,1.4566177409061902,3.6429504627109424,1.994238787113077,0.7505894908019108,1.761465421743947,1.209904275686024,3.5515514425694086,1.129046114971574,0.750589490801911,1.5906789048900138,0.48785183222069484,0.5259808479975406,0.38745602273090063,0.7521833235617721,0.5443032799266146,0.5067984068658556,0.38707839996369353,0.04365279189096258,,0.42573573138451826
17,magic-sweep-21,run_71d1292e7fb7c2c24cdab303a5d885ca,0.752265453338623,0.7997702616464583,3.547632008709853,2.0065571699305123,0.643403801199309,2.032176768476025,0.6387236758136563,3.354545454545455,1.4336955148452326,0.64340380119931,1.7155048267130877,0.7168662180217446,0.49616920395557,0.6471350126105417,0.5442858583959659,0.457275794247162,0.7142997149641499,0.3041986635876689,-0.3496964103697626,,0.27410698542702416
18,prime-sweep-22,run_636412f8b249400d28d16d39f76370ba,0.5521378517150879,1.4044288449266114,3.0241698421339147,2.0477447883765008,0.9277416404106109,1.503267922139579,1.1286917677089985,2.823353293413174,1.1965508528111177,0.927741640410612,1.17310492166482,0.534424142911049,0.46829771586068575,0.40662963317689876,0.6685374225679916,0.5035461622787764,0.5293036793014236,0.39438516241695587,0.08813184154365378,,0.5031453987451863
19,blooming-sweep-23,run_83fe0a672f06897c062294b5f11f3533,0.5623484253883362,1.418761965539247,3.1816820903647254,1.7250031585596972,1.125886777111495,1.6983304320303845,1.0754307594128918,3.0466793685356564,0.6481869867340496,1.125886777111496,1.4068444374109834,0.5160195950704457,0.5496833881111693,0.409555278868563,0.641340474244874,0.49860879419188725,0.508363193486977,0.4374177551091192,0.03863433479739126,,0.4358526215533807
20,fanciful-sweep-24,run_50445bcaa8ceaba43882aae082c77d60,0.6116145253181458,1.199412890874282,4.143576483396843,2.129564118761845,0.7465646915336925,2.021478873239437,1.0371155073388638,4.022563962983125,1.7426026531901464,0.7465646915336941,1.806334071846811,0.5597678546705359,0.5834444904245851,0.5563798167480765,0.5615896567220419,0.5212075863525487,0.586238566727356,0.2633329338789463,-0.19291870944490083,,0.28836332334749526
21,fallen-sweep-25,run_1562d91fad12acb6549d3ac9bcb94d84,0.5359285473823547,1.4431397574984046,3.514589003810561,1.9378521794061914,0.8360351661754245,1.7319235638550405,1.1622973835354178,3.4176918889493737,0.9926342387871137,0.8360351661754245,1.5397175185947138,0.469623697125536,0.5130811235669978,0.3713549149187498,0.7301357656154972,0.5244165768743764,0.5098582547499563,0.39555375506862644,0.04599453618131888,,0.42632410450671154
22,fiery-sweep-27,run_e370ace0b84869bf2b5214b7ee896f6b,0.7521378397941589,0.8122527121888962,3.626728361458901,1.9816424510423252,0.5655554426262832,1.9587988605792055,0.6395405232929163,3.453620032661949,1.41807959570436,0.5655554426262827,1.6805111568286135,0.7368860516016846,0.4939398917634767,0.6007893560642339,0.6114756232826635,0.47779932433927746,0.713518028346642,0.28681755494538397,-0.27132585721685115,,0.3006246274286807
23,resilient-sweep-28,run_58d3d14066572ed9927250f1ee968602,0.5215060710906982,1.4821314613911933,2.724850299401198,1.7909791535060013,1.4100467527187723,1.6895750909954108,0.9429610721123161,2.4383505715841056,0.19984838913455535,1.410046752718772,1.1830788099382814,0.4993208736978438,0.4471129324423135,0.3647715736040609,0.5923240865326884,0.44350777680096587,0.5141791699423679,0.4281848054362992,0.06923538785630912,,0.44509546595720845
24,sandy-sweep-29,run_7078b8d9c8cd3bc8255a17fddb40397a,0.5469049215316772,1.4113592852584556,3.2748775176918894,1.8388755527479472,0.7764864315479215,1.6772590599778443,1.1452456924058716,3.1668753402286343,0.8551989892608977,0.7764864315479223,1.4533707865168553,0.48272455307084294,0.49481837531012846,0.37179548574529897,0.6843078356891921,0.49466521946087644,0.5133642417723294,0.4517608512095984,0.0830312927637272,,0.42460403038776207
25,giddy-sweep-30,run_1babcb914ce257ed9ba3b845cfe8fbb4,0.6359923481941223,1.1451691129546906,3.727000544365815,2.0176373973468102,0.856774062404716,1.9972503560689983,0.9133886407147425,3.551986935220469,1.4166266582438412,0.8567740624047164,1.689986548504511,0.5745353067003494,0.4937229404142265,0.5634868946141813,0.5971066493122564,0.45951475807061437,0.5979130950507918,0.2634691805186681,-0.21842268375472387,,0.28757237246839823
26,grateful-sweep-31,run_9b78fcb9bd96c3308bc33d2938f7970b,0.5179323554039001,1.5393235481812382,2.3966793685356564,2.105116866708781,1.32421994105092,1.6189666086406076,0.962782386726228,2.0177463255307564,0.3774352495262152,1.324219941050919,0.9521918025003955,0.5749781756528157,0.4661285981734844,0.3773334291096,0.6214092692918944,0.4815400268563307,0.5064634214926096,0.40111344324052617,0.10389787233663084,,0.5074587946481159
27,earthy-sweep-32,run_964915db92a4dd35e5be2ad20a1108f0,0.5514996647834778,1.4190172303765156,2.709853021230267,1.8687807959570437,1.4449994918182743,1.8468230732710873,0.9047606892150603,2.3935764833968434,0.2564245104232471,1.4449994918182756,1.3423603418262384,0.538511680826553,0.4486681864377025,0.3141436005491173,0.580610637799422,0.40658941795072684,0.5259081899796383,0.3864253246954033,0.041539344330583344,,0.3704728935171228
28,crimson-sweep-33,run_1ca88cc51509526fcf8bb068d53f15fa,0.5628589391708374,1.3655775366943208,2.994420250408275,1.8155527479469364,0.8741183047057629,1.4902516220921034,1.1164645820038284,2.81232988568318,1.0052684775742262,0.8741183047057627,1.0789761038138943,0.5395922611998275,0.4945524388845275,0.40813587459694156,0.6307297697040994,0.4811796943491324,0.5366345134248302,0.4138505693496617,0.11224423225808941,,0.5010412259135817
29,lucky-sweep-34,run_b2ebfefc789ec1a210442c2409717518,0.5410338044166565,1.4282961072112317,2.291208492106696,1.9777258370183197,1.2121150523427178,1.530313340718468,0.969227823867263,1.904218835057159,0.7149084017687948,1.212115052342716,1.06353062193385,0.5461259756737953,0.4359824208054757,0.34838297736487567,0.555193888209888,0.4431137138326055,0.5324122429433449,0.4534023735917161,0.1173999759191795,,0.5110653686332312
